Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
T-Mobile,SF03018,,4339,7,M-2,65-J,Industrial,,"voice, video, data",,6,Roof,,1900 / 2100,,43.3,Rana Christie,925-300-5387,,"{'latitude': '37.748583', 'needs_recoding': False, 'human_address': '{""address"":""2560 Marin Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4033611'}"
T-Mobile,SF03022,,3923,2,M-1,40-X,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,83.3,Rana Christie,,,"{'latitude': '37.76861', 'needs_recoding': False, 'human_address': '{""address"":""1398 Bryant Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4109167'}"
T-Mobile,SF03023,,3706,93,C-3-R,400-1,Office,,"voice, video, data",,6,Roof,,1900 / 2100,,45,Rana Christie,,,"{'latitude': '37.786194', 'needs_recoding': False, 'human_address': '{""address"":""86 3rd Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4025'}"
T-Mobile,SF03024,,774,21,RM-4/NC-3,40-X/50-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,139.3,Rana Christie,925-300-5317,,"{'latitude': '37.778888', 'needs_recoding': False, 'human_address': '{""address"":""1025 Fillmore Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4319438'}"
T-Mobile,SF03025,,7519/7520,018/015,RM-1,40-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,41.3,Rana Christie,,,"{'latitude': '37.744277', 'needs_recoding': False, 'human_address': '{""address"":""5235-5285 Diamond Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4381386'}"
T-Mobile,SF03026,,3910,1,M-2,40-X,Industrial,,"voice, video, data",,6,Penthouse,,1900 / 2100,,72.3,Rana Christie,,,"{'latitude': '37.76886', 'needs_recoding': False, 'human_address': '{""address"":""298 Henry Adams Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4047222'}"
T-Mobile,SF03027,,2636,3,RM-4,40-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,123.3,Rana Christie,,,"{'latitude': '37.759098', 'needs_recoding': False, 'human_address': '{""address"":""6 Locksley Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.462983'}"
T-Mobile,SF03029,,6527,45,RM-2,50-X,Quasi-Public,,"voice, video, data",,6,Internal,,1900 / 2100,,63.2,Rana Christie,925-300-5387,,"{'latitude': '37.750417', 'needs_recoding': False, 'human_address': '{""address"":""3333 25th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4168604'}"
T-Mobile,SF03030,,761,28,NC-3,50-X,Office,,"voice, video, data",,2,Roof,,1900 / 2100,,54.2,Rana Christie,,,"{'latitude': '37.780916', 'needs_recoding': False, 'human_address': '{""address"":""770 Golden Gate Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4235549'}"
T-Mobile,SF03031,,2901B,17,NC-1,26-X,Mixed-Use,,"voice, video, data",,6,Roof,,1900 / 2100,,45.3,Rana Christie,650-921-6877,,"{'latitude': '37.744361', 'needs_recoding': False, 'human_address': '{""address"":""669-677 Portola Drive"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4527778'}"
T-Mobile,SF03032,,5280,1,P,65-J,Public,,"voice, video, data",,3,Internal,,1900 / 2100,,51.3,Rana Christie,925-300-5387,,"{'latitude': '37.739916', 'needs_recoding': False, 'human_address': '{""address"":""1701 Jerrold Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393583'}"
T-Mobile,SF03034,,5296,33,NC-3,40-X,Nbr-Com,,"voice, video, data",,1,Roof,,1900 / 2100,,20.1,Rana Christie,,,"{'latitude': '37.76886', 'needs_recoding': False, 'human_address': '{""address"":""4517 Third Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4381386'}"
T-Mobile,SF03035,,3803,5,M-2,90-X,Office,,"voice, video, data",,4,Roof,,1900 / 2100,,22.3,Rana Christie,,,"{'latitude': '37.775666', 'needs_recoding': False, 'human_address': '{""address"":""185 Berry Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3924719'}"
T-Mobile,SF03036,,6800,44,NC-3,40-X,Mixed-Use,,"voice, video, data",,6,Roof,,1900 / 2100,,51.3,Rana Christie,925-300-5387,,"{'latitude': '37.728722', 'needs_recoding': False, 'human_address': '{""address"":""4300 Mission Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4314716'}"
T-Mobile,SF03037,,5695,24,NC-S,40-X,Commercial ,,"voice, video, data",,6,Ground,,700 / 1900 / 2100,,38.2,Rana Christie,925-300-5387,,"{'latitude': '37.737694', 'needs_recoding': False, 'human_address': '{""address"":""959-999 Peralta Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4085'}"
T-Mobile,SF03040,,TBD,TBD,NC-S,40-X,Nbr-Com,,"voice, video, data",,6,Internal,,700 / 1900 / 2100,,50.3,Rana Christie,925-300-5387,,"{'latitude': '37.713707', 'needs_recoding': False, 'human_address': '{""address"":""2011 Bayshore Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39898768'}"
T-Mobile,SF03047,,6431A,001M,M-1,65-J,Industrial,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,47.2,Rana Christie,925-300-5387,,"{'latitude': '37.723333', 'needs_recoding': False, 'human_address': '{""address"":""6150 3rd Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3956941'}"
T-Mobile,SF03048,,574,18,RC-4,80-D,Residential,,"voice, video, data",,6,Roof,,1900 / 2100,,51.3,Rana Christie,925-300-5317,,"{'latitude': '37.795555', 'needs_recoding': False, 'human_address': '{""address"":""2160 Van Ness Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422916'}"
T-Mobile,SF03049,,2347,31,NC-2,40-X,Commercial ,,"voice, video, data",,1,Roof,,1900 / 2100,,18.3,Rana Christie,,,"{'latitude': '37.743361', 'needs_recoding': False, 'human_address': '{""address"":""890 Taraval Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4754993'}"
T-Mobile,SF03050,,7231,3,RH-1(D),40-X,Industrial,,"voice, video, data",,6,Roof,,1900 / 2100,,57.2,Rana Christie,650-921-6877,,"{'latitude': '37.729749', 'needs_recoding': False, 'human_address': '{""address"":""3250 19th Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4742493'}"
T-Mobile,SF03064,,6956,23,NC-3,65-A,Nbr-Com,,"voice, video, data",,4,Roof,,1900 / 2100,,71.3,Rana Christie,,,"{'latitude': '37.721916', 'needs_recoding': False, 'human_address': '{""address"":""30 Onondaga Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4378608'}"
T-Mobile,SF03076,,786,TBD,P,96-X,Public,,"voice, video, data",,6,Shelter,,1900 / 2100,,51.2,Rana Christie,,,"{'latitude': '37.7682', 'needs_recoding': False, 'human_address': '{""address"":""301 Van Ness Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4174'}"
T-Mobile,SF03090,,3180,1,P/NC-2,40-X/65-A,Public,,"voice, video, data",,6,Ground,,1900 / 2100,,60.3,Rana Christie,650-921-6877,,"{'latitude': '37.723555', 'needs_recoding': False, 'human_address': '{""address"":""11 Phelan Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4528611'}"
T-Mobile,SF03103,,236,6,C-3-0,75-X,Office,,"voice, video, data",,6,Roof,,1900 / 2100,,98.3,Rana Christie,925-300-5317,,"{'latitude': '37.79383', 'needs_recoding': False, 'human_address': '{""address"":""222 Front Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398578'}"
T-Mobile,SF03104,,195,1,C-2,65-A,Office,,"voice, video, data",,9,Roof,,1900 / 2100,,77.2,Rana Christie,925-300-5317,,"{'latitude': '37.796139', 'needs_recoding': False, 'human_address': '{""address"":""735 Montgomery Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4036389'}"
T-Mobile,SF03120,,4011,1,RH-3,40-X,Quasi-Public,,"voice, video, data",,1,Ground,,1900 / 2100,,25.3,Rana Christie,,,"{'latitude': '37.763278', 'needs_recoding': False, 'human_address': '{""address"":""2101 Mariposa Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40475'}"
T-Mobile,SF03127,,N/A,NA,NA,NA,Hospital,,"voice, video, data",,8,Roof,,1900 / 2100,,86.2,Rana Christie,,,"{'latitude': '37.7816', 'needs_recoding': False, 'human_address': '{""address"":""4150 Clement Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.505'}"
T-Mobile,SF03128,,2400,50,NC-2,65-A,Mixed-Use,,"voice, video, data",,6,Internal,,1900 / 2100,,54.2,Rana Christie,650-921-6877,,"{'latitude': '37.742555', 'needs_recoding': False, 'human_address': '{""address"":""1515 Taraval Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4825271'}"
T-Mobile,SF03133,,N/A,N/A,N/A,N/A,mixed use,,"voice, video, data",,2,Roof,,1900 / 2100,,51.3,Rana Christie,,Port Authority,"{'latitude': '37.788916', 'needs_recoding': False, 'human_address': '{""address"":""Pier 26 The Embarcadero Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3875274'}"
T-Mobile,SF03139,,2522,10,RH-1(D),40-X,Quasi-Public,,"voice, video, data",,3,Roof,,1900 / 2100,,67.3,Rana Christie,650-921-6877,,"{'latitude': '37.734444', 'needs_recoding': False, 'human_address': '{""address"":""1740 Sloat Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4916941'}"
T-Mobile,SF03144,,3569,49,VALENCIA,50-X,Mixed-Use,,"voice, video, data",,2,Basement,,1900 / 2100,,45,Rana Christie,,,"{'latitude': '37.764806', 'needs_recoding': False, 'human_address': '{""address"":""513 Valencia Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4217216'}"
T-Mobile,SF03145,,3751,34,SLR,50-X,Industrial,,"voice, video, data",,2,Ground,,1900 / 2100,,15,Rana Christie,,,"{'latitude': '37.776749', 'needs_recoding': False, 'human_address': '{""address"":""1099 Folsom Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4076389'}"
T-Mobile,SF03146,,NA,NA,NA,NA,Office,,"voice, video, data",,,Internal,,1900 / 2100,,27,Rana Christie,,,"{'latitude': '37.784333', 'needs_recoding': False, 'human_address': '{""address"":""1 Halladie Plaza"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40875'}"
T-Mobile,SF03147,,240,3,C-3-O,300-S,Office,,"voice, video, data",,4,Internal,,1900 / 2100,,20.4,Rana Christie,,,"{'latitude': '37.793642', 'needs_recoding': False, 'human_address': '{""address"":""550 California Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4038308'}"
T-Mobile,SF03148,,234,17,C-3-O,200-S,Commercial ,,"voice, video, data",,2,Ground,,1900 / 2100,,10,Rana Christie,,,"{'latitude': '37.793944', 'needs_recoding': False, 'human_address': '{""address"":""5 Embarcadero Center"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3958052'}"
T-Mobile,SF03149,,937,20,NC-3,40-X,Commercial ,,"voice, video, data",,2,Ground,,1900 / 2100,,20.3,Rana Christie,925-300-5317,,"{'latitude': '37.798889', 'needs_recoding': False, 'human_address': '{""address"":""2499 Lombard Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4424719'}"
T-Mobile,SF03150,,2831,5,24TH-NOE,40-X,Residential,,"voice, video, data",,2,Roof,,1900 / 2100,,44,Rana Christie,,,"{'latitude': '37.751389', 'needs_recoding': False, 'human_address': '{""address"":""4100-4108 24th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.434333'}"
T-Mobile,SF03151,,187,7,RM-3,65-A,Residential,,"voice, video, data",,1,Roof,,1900 / 2100,,60.2,Rana Christie,,,"{'latitude': '37.794035', 'needs_recoding': False, 'human_address': '{""address"":""1400 Washington Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416594'}"
T-Mobile,SF03152,,253,20,RM-4,65-A,Commercial ,,"voice, video, data",,4,Roof,,700 / 1900 / 2100,,52.3,Rana Christie,925-300-5317,,"{'latitude': '37.791389', 'needs_recoding': False, 'human_address': '{""address"":""1111 California Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4126389'}"
T-Mobile,SF03153,,345,4,C-3-G,80-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,116.3,Rana Christie,925-300-5317,,"{'latitude': '37.781944', 'needs_recoding': False, 'human_address': '{""address"":""220 Golden Gate Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41425'}"
T-Mobile,SF03155,,1190,1,RH-3,80-D,Institutional,,"voice, video, data",,3,Roof,,1900 / 2100,,40.3,Rana Christie,,,"{'latitude': '37.774833', 'needs_recoding': False, 'human_address': '{""address"":""2195 Fulton Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4521944'}"
T-Mobile,SF03156,,564,19,RM-1,40-X,Residential,,"voice, video, data",,2,Roof,,1900 / 2100,,135.3,Rana Christie,,,"{'latitude': '37.794583', 'needs_recoding': False, 'human_address': '{""address"":""2288 Broadway Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4347774'}"
T-Mobile,SF03158,,2988A,14,WEST PORTAL,26-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,44.3,Rana Christie,,,"{'latitude': '37.73844', 'needs_recoding': False, 'human_address': '{""address"":""260 West Portal Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.469002'}"
T-Mobile,SF03173,,492,011 & 012,NC-3,40-X,Commercial ,,"voice, video, data",,2,Basement,,1900 / 2100,,25.2,Rana Christie,,,"{'latitude': '37.800083', 'needs_recoding': False, 'human_address': '{""address"":""2036 Lombard Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.435583'}"
T-Mobile,SF03182,,N/A,N/A,N/A,N/A,Building,,"voice, video, data",,2,Roof,,1900 / 2100,,25,Rana Christie,,Airport,"{'latitude': '37.62536', 'needs_recoding': False, 'human_address': '{""address"":""1092 N. Access Road"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.37707'}"
T-Mobile,SF03252,,3544,65,UPR MARKET,80-B,Commercial ,,"voice, video, data",,2,Internal,,1900 / 2100,,37,Rana Christie,,,"{'latitude': '37.767444', 'needs_recoding': False, 'human_address': '{""address"":""2099 Market Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4288049'}"
T-Mobile,SF03253,,287,11,C-3-0,80-130-F,Office,,"voice, video, data",,4,Internal,,1900 / 2100,,21,Rana Christie,,,"{'latitude': '37.789722', 'needs_recoding': False, 'human_address': '{""address"":""211 Sutter Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4039722'}"
T-Mobile,SF03258,,624,025/026,RM-3,105-D,Residential,,"voice, video, data",,2,Internal,,1900 / 2100,,25,Rana Christie,,,"{'latitude': '37.791694', 'needs_recoding': False, 'human_address': '{""address"":""1835 Franklin Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424416'}"
T-Mobile,SF03260,,NA,NA,NA,NA,mixed use,,"voice, video, data",,2,Ground,,1900 / 2100,,57.3,Rana Christie,925-300-5317,Port Authority,"{'latitude': '37.806711', 'needs_recoding': False, 'human_address': '{""address"":""Pier 1 The Embarcadero Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4053222'}"
T-Mobile,SF03264,,702,4,NC-3,65-A,Commercial ,,"voice, video, data",,1,Basement,,1900 / 2100,,51.3,Rana Christie,,,"{'latitude': '37.784639', 'needs_recoding': False, 'human_address': '{""address"":""1633 Fillmore Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4331104'}"
T-Mobile,SF03266,,1527,36,NC-3,40-X,mixed use,,"voice, video, data",,2,Roof,,1900 / 2100,,39,Rana Christie,,,"{'latitude': '37.780277', 'needs_recoding': False, 'human_address': '{""address"":""5339 Geary Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4770827'}"
T-Mobile,SF03267,,1228,9,RM-2,50-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,53.3,Rana Christie,,,"{'latitude': '37.769805', 'needs_recoding': False, 'human_address': '{""address"":""650 Stanyan Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4532778'}"
T-Mobile,SF03268,,NA,NA,NA,NA,mixed use,,"voice, video, data",,4,Ground,,1900 / 2100,,37.3,Rana Christie,,Golden Gate Bridge,"{'latitude': '37.806833', 'needs_recoding': False, 'human_address': '{""address"":""N/A Hwy 101"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4756938'}"
T-Mobile,SF03270,,261,15,C-3-O,400-S,Office,,"voice, video, data",,2,Basement,,1900 / 2100,,21,Rana Christie,,,"{'latitude': '37.793083', 'needs_recoding': False, 'human_address': '{""address"":""300 California Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4000556'}"
T-Mobile,SF03271,,290,12,C-3-O,500-S,Commercial ,,"voice, video, data",,4,Basement,,1900 / 2100,,21,Rana Christie,,,"{'latitude': '37.790611', 'needs_recoding': False, 'human_address': '{""address"":""532 Market Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4001944'}"
T-Mobile,SF03274,,7147,32,NC-1,40-X,Commercial ,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,53,Rana Christie,,,"{'latitude': '37.711222', 'needs_recoding': False, 'human_address': '{""address"":""107 Sagamore Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4561667'}"
T-Mobile,SF03276,,2094,6,RH-1,40-X,Institutional,,"voice, video, data",,6,Roof,,1900 / 2100,,46.3,Rana Christie,650-921-6877,,"{'latitude': '37.748303', 'needs_recoding': False, 'human_address': '{""address"":""2001 37th Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.495987'}"
T-Mobile,SF03278,,28,15,C-2,40-X,Commercial ,,"voice, video, data",,6,Roof,,1900 / 2100,,51.3,Rana Christie,925-300-5317,,"{'latitude': '37.805644', 'needs_recoding': False, 'human_address': '{""address"":""1250 Columbus Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417216'}"
T-Mobile,SF03279,,281,002A,RC-4,80-A,Residential,,"voice, video, data",,,Internal,,1900 / 2100,,50,Rana Christie,,,"{'latitude': '37.788666', 'needs_recoding': False, 'human_address': '{""address"":""801 Jones Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4137222'}"
T-Mobile,SF03281,,326,1,C-2,40-X,Commercial ,,"voice, video, data",,3,Internal,,1900 / 2100,,53.3,Rana Christie,925-300-5317,,"{'latitude': '37.786305', 'needs_recoding': False, 'human_address': '{""address"":""201 O\'Farrell Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4081667'}"
T-Mobile,SF03282,,355,10,C-3-O,80-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,14,Rana Christie,,,"{'latitude': '37.777833', 'needs_recoding': False, 'human_address': '{""address"":""1278 Market Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4163056'}"
T-Mobile,SF03283,,816,8,HAYES NCD,50-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,26,Rana Christie,,,"{'latitude': '37.776055', 'needs_recoding': False, 'human_address': '{""address"":""300 Gough Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4226938'}"
T-Mobile,SF03284,,4580,1,NC-2,40X,Mixed Use,,"voice, video, data",,2,Ground,,1900 / 2100,,47.3,Rana Christie,,,"{'latitude': '37.737361', 'needs_recoding': False, 'human_address': '{""address"":""1135 Evans Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3801104'}"
T-Mobile,SF03287,,3748,031 & 012,RC-4,220-R,Commercial ,,"voice, video, data",,7,Roof,,700 / 1900 / 2100,,78.1,Rana Christie,,,"{'latitude': '37.786333', 'needs_recoding': False, 'human_address': '{""address"":""450 Harrison Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3929719'}"
T-Mobile,SF03288,,3736,6,C-3-O,200-S,Office,,"voice, video, data",,3,Roof,,1900 / 2100,,88.3,Rana Christie,,,"{'latitude': '37.787703', 'needs_recoding': False, 'human_address': '{""address"":""246 1st Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395716'}"
T-Mobile,SF03289,,859,25,NC-2,40-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,43,Rana Christie,,,"{'latitude': '37.772027', 'needs_recoding': False, 'human_address': '{""address"":""491-499 Haight Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4303049'}"
T-Mobile,SF03292,,3785,23,SLI,65-X,Industrial,,"voice, video, data",,3,Internal,,1900 / 2100,,82.3,Rana Christie,,,"{'latitude': '37.782749', 'needs_recoding': False, 'human_address': '{""address"":""801-825 Mission Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4061389'}"
T-Mobile,SF03294,,251,23,POLK -NCD,65-A,Commercial ,,"voice, video, data",,1,Roof,,1900 / 2100,,56.9,Rana Christie,,,"{'latitude': '37.790889', 'needs_recoding': False, 'human_address': '{""address"":""1060 Hyde Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4172493'}"
T-Mobile,SF03296,,1586,14,RH-2,40-X,Residential,,"voice, video, data",,1,Basement,,1900 / 2100,,70.3,Rana Christie,,,"{'latitude': '37.775527', 'needs_recoding': False, 'human_address': '{""address"":""4200 Balboa Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.5041667'}"
T-Mobile,SF03298,,6338,24,p,40-X,Public,,"voice, video, data",,3,Ground,,1900 / 2100,,39.3,Rana Christie,925-300-5387,,"{'latitude': '37.716389', 'needs_recoding': False, 'human_address': '{""address"":""720 Moscow Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4317216'}"
T-Mobile,SF03415,,1463,1,NC-3,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,58.3,Rana Christie,,,"{'latitude': '37.781555', 'needs_recoding': False, 'human_address': '{""address"":""417 31st Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4914719'}"
T-Mobile,SF03451,,3729,1,SLR,50-X,Industrial,,"voice, video, data",,1,Basement,,1900 / 2100,,31.1,Rana Christie,,,"{'latitude': '37.776055', 'needs_recoding': False, 'human_address': '{""address"":""1201 Howard Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4115833'}"
T-Mobile,SF03452,,3753,145,RSD,40/80-B,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,52.2,Rana Christie,,,"{'latitude': '37.779916', 'needs_recoding': False, 'human_address': '{""address"":""915 Folsom Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4036389'}"
T-Mobile,SF03456,,4016,1,M-1,50-X,Office,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,81.3,Rana Christie,,,"{'latitude': '37.762333', 'needs_recoding': False, 'human_address': '{""address"":""2601 Mariposa Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41'}"
T-Mobile,SF03458,,5418,2,M-1,65-J,light Industrial,,"voice, video, data",,6,Roof,,1900 / 2100,,77.3,Rana Christie,925-300-5387,,"{'latitude': '37.72836', 'needs_recoding': False, 'human_address': '{""address"":""1744 Armstrong Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3952219'}"
T-Mobile,SF03459,,1023,20,RH-2,40-X,Residential,,"voice, video, data",,2,Ground,,1900 / 2100,,50.3,Rana Christie,,,"{'latitude': '37.787583', 'needs_recoding': False, 'human_address': '{""address"":""3070 California Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4451108'}"
T-Mobile,SF03460,,1079,7,NC-3,105-X,Office,,"voice, video, data",,1,Roof,,1900 / 2100,,114.3,Rana Christie,,,"{'latitude': '37.783389', 'needs_recoding': False, 'human_address': '{""address"":""2238 Geary Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4409163'}"
T-Mobile,SF03461,,541,24,UNION NCD,40-X,Commercial ,,"voice, video, data",,1,Internal,,1900 / 2100,,40.3,Rana Christie,,,"{'latitude': '37.797361', 'needs_recoding': False, 'human_address': '{""address"":""2001 Union Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.432666'}"
T-Mobile,SF03462,,3707,1,C-3-O,150-S,Office,,"voice, video, data",,3,Internal,,1900 / 2100,,19.3,Rana Christie,,,"{'latitude': '37.789083', 'needs_recoding': False, 'human_address': '{""address"":""601-605 Market Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4013333'}"
T-Mobile,SF03577,,3778,23,SLI,50-X,Industrial,,"voice, video, data",,2,Roof,,1900 / 2100,,15.1,Rana Christie,,,"{'latitude': '37.776027', 'needs_recoding': False, 'human_address': '{""address"":""501 6th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4023333'}"
T-Mobile,SF03578,,1441,35,INNER CLEMENT,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,71.3,Rana Christie,,,"{'latitude': '37.78111', 'needs_recoding': False, 'human_address': '{""address"":""389 9th Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4678327'}"
T-Mobile,SF03579,,1071,4,NC-3,80-D,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,102,Rana Christie,,,"{'latitude': '37.7826', 'needs_recoding': False, 'human_address': '{""address"":""2696 Geary Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.447986'}"
T-Mobile,SF03580,,1215,16,NC-2,40-X,Commercial ,,"voice, video, data",,6,Internal,,1900 / 2100,,67.9,Rana Christie,,,"{'latitude': '37.77336', 'needs_recoding': False, 'human_address': '{""address"":""425 Divisadero Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4376386'}"
T-Mobile,SF03581,,1519,035A,NC-3,40-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,76.2,Rana Christie,,,"{'latitude': '37.779638', 'needs_recoding': False, 'human_address': '{""address"":""6143-6153 Geary Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4854441'}"
T-Mobile,SF03582,,3513,1,C-M,105-E,Quasi-Public,,"voice, video, data",,3,Roof,,1900 / 2100,,75.3,Rana Christie,,,"{'latitude': '37.77136', 'needs_recoding': False, 'human_address': '{""address"":""1 McCoppin Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4204993'}"
