Sex,Age Group,First Year,Last Year,Rank,Cause of Death,Deaths
Females,55-64 yrs,2018.0,2018.0,10.0,Nephritis,2398.0
Females,65+ yrs,2018.0,2018.0,1.0,Heart Disease,261589.0
Females,65+ yrs,2018.0,2018.0,2.0,Malignant Neoplasms,203164.0
Females,65+ yrs,2018.0,2018.0,3.0,Alzheimer's Disease,83299.0
Females,65+ yrs,2018.0,2018.0,4.0,Cerebrovascular,76193.0
Females,65+ yrs,2018.0,2018.0,5.0,Chronic Low. Respiratory Disease,72463.0
Females,65+ yrs,2018.0,2018.0,6.0,Diabetes Mellitus,28155.0
Females,65+ yrs,2018.0,2018.0,7.0,Unintentional Injury,27279.0
Females,65+ yrs,2018.0,2018.0,8.0,Influenza & Pneumonia,25965.0
Females,65+ yrs,2018.0,2018.0,9.0,Nephritis,20931.0
Females,65+ yrs,2018.0,2018.0,10.0,Hypertension,17452.0
