year,_113_cause_name,cause_name,state,deaths,aadr
2006,Alzheimer's disease (G30),Alzheimer's disease,Delaware,189,21.6
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,922,21.6
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1464,21.6
2004,Diabetes mellitus (E10-E14),Diabetes,Florida,4809,21.6
2004,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1130,21.6
2003,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,360,21.6
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,369,21.6
2002,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,574,21.6
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,462,21.6
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2659,21.6
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,376,21.6
2000,Diabetes mellitus (E10-E14),Diabetes,Florida,4449,21.6
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,2052,21.6
2017,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4213,21.7
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,741,21.7
2016,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4185,21.7
2016,Diabetes mellitus (E10-E14),Diabetes,Virginia,2062,21.7
2015,Diabetes mellitus (E10-E14),Diabetes,Alabama,1255,21.7
2013,Diabetes mellitus (E10-E14),Diabetes,Nebraska,471,21.7
2011,Diabetes mellitus (E10-E14),Diabetes,Nebraska,460,21.7
2011,Diabetes mellitus (E10-E14),Diabetes,United States,73831,21.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,664,21.7
2010,Diabetes mellitus (E10-E14),Diabetes,Nebraska,452,21.7
2009,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,321,21.7
2008,Alzheimer's disease (G30),Alzheimer's disease,Delaware,204,21.7
2007,Diabetes mellitus (E10-E14),Diabetes,Florida,5110,21.7
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,116,21.7
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,206,21.7
2002,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2599,21.7
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,265,21.7
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,974,21.7
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2533,21.7
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,456,21.7
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,134,21.7
2017,Diabetes mellitus (E10-E14),Diabetes,North Dakota,194,21.8
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,620,21.8
2015,Alzheimer's disease (G30),Alzheimer's disease,Florida,7031,21.8
2014,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1239,21.8
2013,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2402,21.8
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,727,21.8
2010,Diabetes mellitus (E10-E14),Diabetes,Maine,376,21.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,227,21.8
2009,Diabetes mellitus (E10-E14),Diabetes,Nebraska,445,21.8
2007,Diabetes mellitus (E10-E14),Diabetes,Maine,355,21.8
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,21.8
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,425,21.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,109,21.8
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1973,21.8
2001,Alzheimer's disease (G30),Alzheimer's disease,Iowa,863,21.8
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,433,21.8
2016,Diabetes mellitus (E10-E14),Diabetes,Nebraska,501,21.9
2015,Diabetes mellitus (E10-E14),Diabetes,Maine,407,21.9
2015,Diabetes mellitus (E10-E14),Diabetes,Virginia,2044,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3266,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Kansas,790,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,515,21.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,136,21.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Idaho,354,21.9
2012,Diabetes mellitus (E10-E14),Diabetes,Texas,5136,21.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,21.9
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1480,21.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Delaware,215,21.9
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,504,21.9
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,626,21.9
2007,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3442,21.9
2006,Diabetes mellitus (E10-E14),Diabetes,Illinois,2795,21.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2827,21.9
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,956,21.9
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,912,21.9
2004,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1381,21.9
2004,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1310,21.9
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2779,21.9
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1111,21.9
2003,Diabetes mellitus (E10-E14),Diabetes,Florida,4762,21.9
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,189,21.9
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1471,21.9
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,752,21.9
2001,Alzheimer's disease (G30),Alzheimer's disease,Texas,3439,21.9
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,280,21.9
2001,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,265,21.9
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,731,22
2014,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3765,22
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,762,22
2012,Diabetes mellitus (E10-E14),Diabetes,North Dakota,185,22
2011,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2222,22
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1516,22
2008,Diabetes mellitus (E10-E14),Diabetes,United States,70553,22
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,22
2007,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,110,22
2007,Diabetes mellitus (E10-E14),Diabetes,Illinois,2851,22
2006,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2331,22
2006,Diabetes mellitus (E10-E14),Diabetes,Iowa,804,22
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1011,22
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,438,22
2004,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1673,22
2004,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2232,22
2004,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,459,22
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,307,22
2003,Alzheimer's disease (G30),Alzheimer's disease,California,6585,22
2003,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,583,22
2003,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,303,22
2002,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1344,22
2002,Diabetes mellitus (E10-E14),Diabetes,Alaska,86,22
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4244,22
2000,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1045,22
1999,Diabetes mellitus (E10-E14),Diabetes,Mississippi,593,22
2017,Alzheimer's disease (G30),Alzheimer's disease,Alaska,98,22.1
2017,Diabetes mellitus (E10-E14),Diabetes,California,9595,22.1
2017,Diabetes mellitus (E10-E14),Diabetes,Michigan,2798,22.1
2015,Diabetes mellitus (E10-E14),Diabetes,Idaho,403,22.1
2015,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3777,22.1
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,359,22.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1602,22.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,167,22.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1564,22.1
2011,Diabetes mellitus (E10-E14),Diabetes,Kansas,711,22.1
2011,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2278,22.1
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,705,22.1
2008,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3863,22.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Delaware,201,22.1
2007,Alzheimer's disease (G30),Alzheimer's disease,Utah,393,22.1
2007,Diabetes mellitus (E10-E14),Diabetes,Mississippi,654,22.1
2006,Diabetes mellitus (E10-E14),Diabetes,Virginia,1632,22.1
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,927,22.1
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1036,22.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,994,22.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1389,22.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1449,22.1
2003,Alzheimer's disease (G30),Alzheimer's disease,Iowa,887,22.1
2003,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,794,22.1
2003,Alzheimer's disease (G30),Alzheimer's disease,United States,63457,22.1
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1365,22.1
2001,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1173,22.1
2001,Diabetes mellitus (E10-E14),Diabetes,Florida,4631,22.1
2001,Diabetes mellitus (E10-E14),Diabetes,Georgia,1475,22.1
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,352,22.1
2000,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,845,22.1
2012,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1445,22.2
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,692,22.2
2010,Diabetes mellitus (E10-E14),Diabetes,North Dakota,192,22.2
2009,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1358,22.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,328,22.2
2007,Diabetes mellitus (E10-E14),Diabetes,California,7413,22.2
2006,Diabetes mellitus (E10-E14),Diabetes,Nebraska,437,22.2
2005,Alzheimer's disease (G30),Alzheimer's disease,Alaska,61,22.2
2004,Diabetes mellitus (E10-E14),Diabetes,Wyoming,110,22.2
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,913,22.2
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,474,22.2
2003,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,461,22.2
2003,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,470,22.2
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1506,22.2
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3608,22.2
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,62034,22.2
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,602,22.2
2000,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1154,22.2
2000,Diabetes mellitus (E10-E14),Diabetes,Nebraska,411,22.2
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,676,22.2
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,319,22.2
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,979,22.2
2016,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1369,22.3
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,2230,22.3
2013,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,346,22.3
2013,Diabetes mellitus (E10-E14),Diabetes,North Dakota,197,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,Delaware,241,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3735,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1197,22.3
2008,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1344,22.3
2008,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.3
2008,Diabetes mellitus (E10-E14),Diabetes,Montana,254,22.3
2008,Diabetes mellitus (E10-E14),Diabetes,South Dakota,216,22.3
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1107,22.3
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1689,22.3
2006,Diabetes mellitus (E10-E14),Diabetes,Florida,5172,22.3
2006,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3466,22.3
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,621,22.3
2005,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,473,22.3
2005,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,282,22.3
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,352,22.3
2004,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1231,22.3
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,694,22.3
2002,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1192,22.3
2002,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,460,22.3
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1360,22.3
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,372,22.3
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3673,22.3
2015,Diabetes mellitus (E10-E14),Diabetes,Washington,1811,22.4
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,630,22.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Idaho,376,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Maine,414,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Oregon,1083,22.4
2012,Diabetes mellitus (E10-E14),Diabetes,Washington,1650,22.4
2011,Diabetes mellitus (E10-E14),Diabetes,Texas,5091,22.4
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,131,22.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Alaska,65,22.4
2007,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2432,22.4
2007,Diabetes mellitus (E10-E14),Diabetes,Missouri,1444,22.4
2005,Alzheimer's disease (G30),Alzheimer's disease,Utah,368,22.4
2005,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.4
2005,Diabetes mellitus (E10-E14),Diabetes,Idaho,299,22.4
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,896,22.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,105,22.4
2004,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,280,22.4
2002,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1368,22.4
2000,Alzheimer's disease (G30),Alzheimer's disease,Montana,219,22.4
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,278,22.4
2000,Diabetes mellitus (E10-E14),Diabetes,Georgia,1461,22.4
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3534,22.4
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,191,22.5
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,471,22.5
2015,Diabetes mellitus (E10-E14),Diabetes,Michigan,2751,22.5
2013,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1240,22.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Kansas,789,22.5
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,232,22.5
2010,Diabetes mellitus (E10-E14),Diabetes,Idaho,353,22.5
2009,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,129,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,132,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1832,22.5
2008,Alzheimer's disease (G30),Alzheimer's disease,Utah,409,22.5
2008,Diabetes mellitus (E10-E14),Diabetes,Delaware,217,22.5
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,743,22.5
2006,Diabetes mellitus (E10-E14),Diabetes,California,7376,22.5
2006,Diabetes mellitus (E10-E14),Diabetes,Maryland,1237,22.5
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1668,22.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1830,22.5
2004,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1419,22.5
2004,Diabetes mellitus (E10-E14),Diabetes,Georgia,1623,22.5
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,810,22.5
2002,Diabetes mellitus (E10-E14),Diabetes,California,6807,22.5
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,368,22.5
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,890,22.5
1999,Diabetes mellitus (E10-E14),Diabetes,California,6401,22.5
2016,Alzheimer's disease (G30),Alzheimer's disease,Montana,314,22.6
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1153,22.6
2015,Alzheimer's disease (G30),Alzheimer's disease,Delaware,264,22.6
2015,Diabetes mellitus (E10-E14),Diabetes,North Dakota,195,22.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,438,22.6
2013,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3804,22.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1646,22.6
2012,Diabetes mellitus (E10-E14),Diabetes,Georgia,2088,22.6
2012,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2409,22.6
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,233,22.6
2011,Alzheimer's disease (G30),Alzheimer's disease,Kansas,795,22.6
2011,Diabetes mellitus (E10-E14),Diabetes,Washington,1633,22.6
2010,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,338,22.6
2010,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1128,22.6
2009,Diabetes mellitus (E10-E14),Diabetes,Utah,463,22.6
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,879,22.6
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,124,22.6
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,993,22.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Montana,260,22.6
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,149,22.6
2006,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1299,22.6
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1297,22.6
2004,Alzheimer's disease (G30),Alzheimer's disease,United States,65965,22.6
2004,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.6
2004,Diabetes mellitus (E10-E14),Diabetes,California,7117,22.6
2004,Diabetes mellitus (E10-E14),Diabetes,Vermont,150,22.6
2003,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1411,22.6
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,65163,22.6
2002,Alzheimer's disease (G30),Alzheimer's disease,Iowa,899,22.6
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1133,22.6
2000,Alzheimer's disease (G30),Alzheimer's disease,Colorado,712,22.6
2000,Alzheimer's disease (G30),Alzheimer's disease,Idaho,262,22.6
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,612,22.6
1999,Diabetes mellitus (E10-E14),Diabetes,Georgia,1448,22.6
2017,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,572,22.7
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,663,22.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Maine,434,22.7
2013,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1671,22.7
2013,Diabetes mellitus (E10-E14),Diabetes,South Dakota,237,22.7
2010,Diabetes mellitus (E10-E14),Diabetes,Indiana,1587,22.7
2010,Diabetes mellitus (E10-E14),Diabetes,Utah,471,22.7
2008,Diabetes mellitus (E10-E14),Diabetes,Kansas,706,22.7
2008,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2170,22.7
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1424,22.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Utah,390,22.7
2006,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,112,22.7
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7338,22.7
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,475,22.7
2005,Diabetes mellitus (E10-E14),Diabetes,Florida,5193,22.7
2004,Diabetes mellitus (E10-E14),Diabetes,Montana,237,22.7
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,890,22.7
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,109,22.7
2003,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1243,22.7
2003,Alzheimer's disease (G30),Alzheimer's disease,Montana,235,22.7
2003,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1331,22.7
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,915,22.7
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,698,22.7
2001,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1108,22.7
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,212,22.7
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,885,22.7
2017,Diabetes mellitus (E10-E14),Diabetes,Iowa,918,22.8
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,763,22.8
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,1281,22.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,731,22.8
2011,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1451,22.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,164,22.8
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,737,22.8
2009,Diabetes mellitus (E10-E14),Diabetes,Texas,4873,22.8
2009,Diabetes mellitus (E10-E14),Diabetes,Washington,1554,22.8
2007,Diabetes mellitus (E10-E14),Diabetes,Kansas,702,22.8
2007,Diabetes mellitus (E10-E14),Diabetes,United States,71382,22.8
2006,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,496,22.8
2006,Diabetes mellitus (E10-E14),Diabetes,Montana,249,22.8
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1750,22.8
2005,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,686,22.8
2005,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,110,22.8
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1194,22.8
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1049,22.8
2003,Diabetes mellitus (E10-E14),Diabetes,California,7093,22.8
2002,Diabetes mellitus (E10-E14),Diabetes,South Dakota,195,22.8
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1032,22.8
2001,Diabetes mellitus (E10-E14),Diabetes,Alaska,80,22.8
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,295,22.8
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,920,22.8
2017,Diabetes mellitus (E10-E14),Diabetes,Utah,596,22.9
2015,Diabetes mellitus (E10-E14),Diabetes,Oregon,1148,22.9
2014,Diabetes mellitus (E10-E14),Diabetes,Idaho,409,22.9
2012,Diabetes mellitus (E10-E14),Diabetes,Idaho,371,22.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2578,22.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1018,22.9
2007,Diabetes mellitus (E10-E14),Diabetes,Idaho,331,22.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2359,22.9
2005,Diabetes mellitus (E10-E14),Diabetes,Virginia,1642,22.9
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4530,22.9
2004,Alzheimer's disease (G30),Alzheimer's disease,California,6964,22.9
2004,Diabetes mellitus (E10-E14),Diabetes,Virginia,1602,22.9
2003,Alzheimer's disease (G30),Alzheimer's disease,Alaska,56,22.9
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2875,22.9
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,877,22.9
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,336,22.9
1999,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1273,22.9
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2641,22.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,911,22.9
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,782,23
