Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
13606,PS2,Action,0.0,0.0,0.04,0.0
13607,DS,Action,0.0,0.04,0.0,0.0
13608,Wii,Shooter,0.04,0.0,0.0,0.0
13609,PS3,Fighting,0.0,0.0,0.04,0.0
13610,XB,Platform,0.03,0.01,0.0,0.0
13611,X360,Shooter,0.04,0.0,0.0,0.0
13612,PS2,Simulation,0.0,0.0,0.04,0.0
13613,PS2,Sports,0.0,0.0,0.04,0.0
13614,DS,Simulation,0.04,0.0,0.0,0.0
13615,PS,Sports,0.02,0.02,0.0,0.0
13616,PS4,Misc,0.0,0.0,0.04,0.0
13617,PSP,Puzzle,0.0,0.0,0.04,0.0
13618,PC,Simulation,0.01,0.02,0.0,0.01
13619,3DS,Misc,0.0,0.0,0.04,0.0
13620,XB,Fighting,0.03,0.01,0.0,0.0
13621,DS,Puzzle,0.03,0.01,0.0,0.0
13622,PS3,Action,0.0,0.0,0.04,0.0
13623,XB,Sports,0.03,0.01,0.0,0.0
13624,PC,Simulation,0.01,0.02,0.0,0.01
13625,PC,Strategy,0.0,0.03,0.0,0.01
13626,PSV,Adventure,0.0,0.0,0.04,0.0
13627,DS,Shooter,0.04,0.0,0.0,0.0
13628,GC,Sports,0.03,0.01,0.0,0.0
13629,PSP,Action,0.04,0.0,0.0,0.0
13630,DS,Misc,0.0,0.0,0.04,0.0
13631,DS,Role-Playing,0.0,0.0,0.04,0.0
13632,PC,Strategy,0.0,0.04,0.0,0.01
13633,PC,Adventure,0.01,0.02,0.0,0.01
13634,Wii,Action,0.0,0.04,0.0,0.0
13635,PC,Strategy,0.0,0.03,0.0,0.01
13636,Wii,Platform,0.04,0.0,0.0,0.0
13637,Wii,Misc,0.04,0.0,0.0,0.0
13638,PSP,Role-Playing,0.0,0.03,0.0,0.01
13639,XB,Sports,0.03,0.01,0.0,0.0
13640,PC,Action,0.01,0.02,0.0,0.01
13641,PSP,Adventure,0.0,0.0,0.04,0.0
13642,DS,Misc,0.0,0.0,0.04,0.0
13643,DS,Simulation,0.04,0.0,0.0,0.0
13644,DS,Puzzle,0.0,0.04,0.0,0.01
13645,Wii,Adventure,0.0,0.04,0.0,0.01
13646,XB,Shooter,0.03,0.01,0.0,0.0
13647,PSP,Action,0.0,0.0,0.04,0.0
13648,Wii,Fighting,0.03,0.0,0.0,0.0
13649,PS4,Action,0.0,0.04,0.0,0.01
13650,PSP,Misc,0.04,0.0,0.0,0.0
13651,PS3,Fighting,0.0,0.0,0.04,0.0
13652,XOne,Action,0.02,0.02,0.0,0.0
13653,GC,Fighting,0.03,0.01,0.0,0.0
13654,3DS,Action,0.0,0.0,0.04,0.0
13655,3DS,Action,0.03,0.0,0.0,0.0
13656,DS,Simulation,0.0,0.0,0.04,0.0
13657,PSP,Role-Playing,0.0,0.0,0.04,0.0
13658,PSP,Racing,0.04,0.0,0.0,0.0
13659,PSP,Action,0.0,0.0,0.04,0.0
13660,PC,Strategy,0.0,0.03,0.0,0.01
13661,DS,Role-Playing,0.04,0.0,0.0,0.0
13662,DS,Misc,0.0,0.0,0.04,0.0
13663,PSP,Action,0.04,0.0,0.0,0.0
13664,PC,Sports,0.0,0.03,0.0,0.01
13665,Wii,Puzzle,0.04,0.0,0.0,0.0
13666,PC,Strategy,0.0,0.03,0.0,0.01
13667,PC,Racing,0.0,0.03,0.0,0.01
13668,PSP,Adventure,0.0,0.0,0.04,0.0
13669,PS2,Misc,0.02,0.02,0.0,0.01
13670,PS3,Racing,0.0,0.03,0.0,0.01
13671,PSP,Puzzle,0.04,0.0,0.0,0.0
13672,PS2,Sports,0.0,0.0,0.04,0.0
13673,PC,Sports,0.04,0.0,0.0,0.0
13674,PS,Adventure,0.0,0.0,0.04,0.0
13675,SNES,Role-Playing,0.0,0.0,0.04,0.0
13676,DS,Racing,0.03,0.01,0.0,0.0
13677,Wii,Puzzle,0.01,0.03,0.0,0.0
13678,PS4,Fighting,0.01,0.0,0.02,0.0
13679,PC,Strategy,0.0,0.04,0.0,0.0
13680,DS,Action,0.04,0.0,0.0,0.0
13681,DS,Simulation,0.0,0.0,0.04,0.0
13682,PSP,Adventure,0.0,0.0,0.04,0.0
13683,X360,Adventure,0.01,0.03,0.0,0.0
13684,PC,Misc,0.0,0.04,0.0,0.01
13685,3DS,Misc,0.04,0.0,0.0,0.0
13686,PS2,Sports,0.02,0.02,0.0,0.01
13687,PSP,Adventure,0.0,0.0,0.04,0.0
13688,PC,Shooter,0.0,0.03,0.0,0.01
13689,DS,Simulation,0.04,0.0,0.0,0.0
13690,PSP,Racing,0.03,0.0,0.0,0.0
13691,XB,Simulation,0.03,0.01,0.0,0.0
13692,PS2,Adventure,0.0,0.0,0.04,0.0
13693,DS,Role-Playing,0.0,0.0,0.04,0.0
13694,PC,Strategy,0.01,0.02,0.0,0.01
13695,X360,Fighting,0.04,0.0,0.0,0.0
13696,PS2,Shooter,0.02,0.02,0.0,0.01
13697,PS,Sports,0.0,0.0,0.04,0.0
13698,DS,Sports,0.0,0.0,0.04,0.0
13699,GBA,Action,0.03,0.01,0.0,0.0
13700,PSP,Adventure,0.0,0.0,0.04,0.0
13701,PSP,Misc,0.03,0.0,0.0,0.0
13702,DS,Puzzle,0.0,0.0,0.04,0.0
13703,XB,Fighting,0.03,0.01,0.0,0.0
13704,PS4,Strategy,0.01,0.02,0.0,0.01
13705,PC,Strategy,0.01,0.03,0.0,0.01
13706,PS,Shooter,0.02,0.02,0.0,0.0
13707,PSP,Role-Playing,0.0,0.0,0.04,0.0
13708,X360,Puzzle,0.04,0.0,0.0,0.0
13709,PS,Sports,0.02,0.02,0.0,0.0
13710,N64,Sports,0.04,0.0,0.0,0.0
13711,PC,Strategy,0.0,0.03,0.0,0.01
13712,N64,Sports,0.04,0.0,0.0,0.0
13713,PS3,Sports,0.0,0.0,0.04,0.0
13714,DS,Action,0.0,0.0,0.04,0.0
13715,PSP,Shooter,0.03,0.0,0.0,0.0
13716,PSP,Racing,0.03,0.01,0.0,0.01
13717,SAT,Adventure,0.0,0.0,0.04,0.0
13718,SAT,Sports,0.0,0.0,0.04,0.0
13719,PSV,Action,0.0,0.0,0.04,0.0
13720,PS2,Action,0.02,0.02,0.0,0.01
13721,DS,Shooter,0.04,0.0,0.0,0.0
13722,PS3,Sports,0.0,0.03,0.0,0.01
13723,PSP,Adventure,0.0,0.0,0.04,0.0
13724,SNES,Role-Playing,0.0,0.0,0.04,0.0
13725,XB,Strategy,0.03,0.01,0.0,0.0
13726,PC,Racing,0.0,0.03,0.0,0.01
13727,PSP,Action,0.0,0.0,0.04,0.0
13728,GC,Sports,0.03,0.01,0.0,0.0
13729,3DS,Role-Playing,0.0,0.0,0.04,0.0
13730,Wii,Racing,0.04,0.0,0.0,0.0
13731,X360,Shooter,0.0,0.0,0.04,0.0
13732,DS,Action,0.0,0.04,0.0,0.0
13733,X360,Sports,0.04,0.0,0.0,0.0
13734,PC,Action,0.0,0.03,0.0,0.01
13735,GC,Sports,0.03,0.01,0.0,0.0
13736,PSP,Action,0.0,0.0,0.04,0.0
13737,SNES,Racing,0.0,0.0,0.04,0.0
13738,Wii,Sports,0.03,0.0,0.0,0.0
13739,Wii,Misc,0.04,0.0,0.0,0.0
13740,N64,Strategy,0.0,0.0,0.04,0.0
13741,N64,Racing,0.03,0.01,0.0,0.0
13742,N64,Strategy,0.03,0.01,0.0,0.0
13743,N64,Racing,0.03,0.01,0.0,0.0
13744,N64,Platform,0.03,0.01,0.0,0.0
13745,GBA,Platform,0.03,0.01,0.0,0.0
13746,N64,Fighting,0.03,0.01,0.0,0.0
13747,PS2,Action,0.0,0.0,0.04,0.0
13748,PSP,Action,0.0,0.0,0.04,0.0
13749,GC,Platform,0.03,0.01,0.0,0.0
13750,PSP,Role-Playing,0.0,0.0,0.04,0.0
13751,DS,Puzzle,0.01,0.02,0.0,0.0
13752,XB,Strategy,0.03,0.01,0.0,0.0
13753,PC,Action,0.0,0.03,0.0,0.01
13754,PSP,Sports,0.0,0.0,0.04,0.0
13755,X360,Action,0.03,0.0,0.01,0.0
13756,DS,Sports,0.04,0.0,0.0,0.0
13757,PS,Shooter,0.02,0.02,0.0,0.0
13758,DS,Misc,0.04,0.0,0.0,0.0
13759,PS3,Racing,0.04,0.0,0.0,0.0
13760,PSP,Role-Playing,0.0,0.0,0.04,0.0
13761,PS4,Action,0.0,0.03,0.0,0.01
13762,PSP,Sports,0.0,0.0,0.04,0.0
13763,PS3,Adventure,0.0,0.0,0.04,0.0
13764,DS,Puzzle,0.04,0.0,0.0,0.0
13765,XOne,Fighting,0.03,0.01,0.0,0.0
13766,PSP,Adventure,0.0,0.0,0.04,0.0
13767,PS2,Shooter,0.0,0.0,0.04,0.0
13768,PS2,Racing,0.02,0.02,0.0,0.01
13769,DS,Misc,0.0,0.0,0.04,0.0
13770,DS,Adventure,0.0,0.0,0.04,0.0
13771,PS2,Role-Playing,0.0,0.0,0.04,0.0
13772,XOne,Action,0.0,0.04,0.0,0.0
13773,3DS,Adventure,0.0,0.0,0.04,0.0
13774,PC,Strategy,0.0,0.03,0.0,0.01
13775,GBA,Sports,0.03,0.01,0.0,0.0
13776,DS,Simulation,0.04,0.0,0.0,0.0
13777,PS3,Role-Playing,0.0,0.0,0.04,0.0
13778,PS2,Action,0.02,0.02,0.0,0.01
13779,DS,Misc,0.04,0.0,0.0,0.0
13780,PS2,Adventure,0.0,0.0,0.04,0.0
13781,PS4,Strategy,0.03,0.0,0.0,0.01
13782,PS2,Sports,0.02,0.02,0.0,0.01
13783,PSP,Fighting,0.0,0.0,0.04,0.0
13784,DS,Misc,0.0,0.0,0.04,0.0
13785,GBA,Platform,0.03,0.01,0.0,0.0
13786,PC,Role-Playing,0.0,0.03,0.0,0.01
13787,PC,Strategy,0.03,0.0,0.0,0.0
13788,PS3,Fighting,0.04,0.0,0.0,0.0
13789,PS2,Fighting,0.0,0.0,0.04,0.0
13790,DS,Misc,0.0,0.04,0.0,0.0
13791,PS3,Role-Playing,0.0,0.0,0.04,0.0
13792,PS3,Adventure,0.0,0.0,0.04,0.0
13793,PC,Adventure,0.0,0.03,0.0,0.01
13794,PSP,Adventure,0.0,0.0,0.04,0.0
13795,PS3,Sports,0.03,0.0,0.0,0.0
13796,PS3,Strategy,0.0,0.03,0.0,0.01
13797,XB,Action,0.03,0.01,0.0,0.0
13798,GBA,Puzzle,0.0,0.0,0.04,0.0
13799,PSP,Action,0.04,0.0,0.0,0.0
13800,PSP,Shooter,0.03,0.0,0.0,0.0
13801,PS2,Strategy,0.0,0.0,0.04,0.0
13802,DS,Puzzle,0.04,0.0,0.0,0.0
13803,DS,Misc,0.0,0.0,0.04,0.0
13804,PS,Simulation,0.0,0.0,0.04,0.0
13805,XB,Misc,0.03,0.01,0.0,0.0
13806,PSP,Adventure,0.0,0.0,0.04,0.0
13807,DS,Adventure,0.0,0.0,0.04,0.0
13808,PC,Action,0.0,0.03,0.0,0.01
13809,Wii,Fighting,0.0,0.0,0.04,0.0
13810,PS3,Action,0.0,0.0,0.04,0.0
13811,X360,Fighting,0.02,0.0,0.02,0.0
13812,Wii,Sports,0.04,0.0,0.0,0.0
13813,DS,Shooter,0.03,0.0,0.0,0.0
13814,PSP,Role-Playing,0.0,0.0,0.04,0.0
13815,DS,Adventure,0.0,0.0,0.04,0.0
13816,PSP,Adventure,0.0,0.0,0.04,0.0
13817,PS2,Fighting,0.02,0.01,0.0,0.0
13818,PS2,Action,0.02,0.01,0.0,0.0
13819,DS,Adventure,0.0,0.0,0.04,0.0
13820,X360,Puzzle,0.04,0.0,0.0,0.0
13821,GBA,Racing,0.03,0.01,0.0,0.0
13822,3DS,Adventure,0.0,0.0,0.04,0.0
13823,X360,Racing,0.0,0.03,0.0,0.0
13824,DS,Action,0.04,0.0,0.0,0.0
13825,X360,Sports,0.02,0.02,0.0,0.0
13826,PS,Strategy,0.02,0.01,0.0,0.0
13827,PC,Action,0.01,0.03,0.0,0.0
13828,DS,Fighting,0.0,0.0,0.04,0.0
13829,PS,Action,0.02,0.01,0.0,0.0
13830,GBA,Sports,0.03,0.01,0.0,0.0
13831,Wii,Shooter,0.04,0.0,0.0,0.0
13832,PS3,Action,0.0,0.0,0.04,0.0
13833,PC,Role-Playing,0.0,0.03,0.0,0.01
13834,PS3,Action,0.0,0.0,0.04,0.0
13835,PC,Simulation,0.01,0.03,0.0,0.01
13836,PS3,Racing,0.0,0.03,0.0,0.01
13837,XB,Adventure,0.03,0.01,0.0,0.0
13838,PC,Simulation,0.0,0.04,0.0,0.0
13839,SAT,Misc,0.0,0.0,0.04,0.0
13840,PSV,Action,0.0,0.0,0.04,0.0
13841,PC,Simulation,0.02,0.01,0.0,0.0
13842,DS,Misc,0.0,0.0,0.04,0.0
13843,PSP,Adventure,0.0,0.0,0.04,0.0
13844,GC,Fighting,0.03,0.01,0.0,0.0
13845,PS2,Misc,0.02,0.01,0.0,0.0
13846,PS2,Misc,0.02,0.01,0.0,0.0
13847,3DS,Adventure,0.0,0.0,0.04,0.0
13848,PS,Sports,0.02,0.01,0.0,0.0
13849,PS2,Sports,0.02,0.01,0.0,0.0
13850,PS2,Strategy,0.01,0.0,0.03,0.0
13851,PC,Action,0.01,0.02,0.0,0.01
13852,PC,Sports,0.01,0.02,0.0,0.01
13853,DS,Sports,0.03,0.0,0.0,0.0
13854,PC,Strategy,0.01,0.02,0.0,0.01
13855,GBA,Role-Playing,0.0,0.0,0.04,0.0
13856,PS4,Role-Playing,0.0,0.0,0.04,0.0
13857,PS,Adventure,0.02,0.01,0.0,0.0
13858,PC,Simulation,0.01,0.03,0.0,0.01
13859,DS,Puzzle,0.03,0.0,0.0,0.0
13860,XOne,Adventure,0.03,0.01,0.0,0.0
13861,PS,Strategy,0.02,0.01,0.0,0.0
13862,PSP,Action,0.0,0.0,0.04,0.0
13863,GBA,Puzzle,0.03,0.01,0.0,0.0
13864,DS,Simulation,0.0,0.0,0.04,0.0
13865,PSP,Role-Playing,0.0,0.0,0.04,0.0
13866,PSV,Role-Playing,0.0,0.0,0.04,0.0
13867,XB,Racing,0.03,0.01,0.0,0.0
13868,PS,Puzzle,0.02,0.01,0.0,0.0
13869,3DS,Puzzle,0.0,0.04,0.0,0.0
13870,PSV,Misc,0.0,0.0,0.04,0.0
13871,PC,Strategy,0.0,0.03,0.0,0.01
13872,PS2,Racing,0.0,0.0,0.04,0.0
13873,XOne,Action,0.03,0.0,0.0,0.0
13874,DS,Misc,0.0,0.04,0.0,0.0
13875,DC,Action,0.0,0.0,0.04,0.0
13876,PC,Action,0.0,0.03,0.0,0.01
13877,GC,Fighting,0.03,0.01,0.0,0.0
13878,DS,Misc,0.04,0.0,0.0,0.0
13879,Wii,Sports,0.04,0.0,0.0,0.0
13880,PS2,Action,0.02,0.01,0.0,0.0
13881,X360,Action,0.0,0.04,0.0,0.0
13882,Wii,Racing,0.04,0.0,0.0,0.0
13883,PS4,Sports,0.0,0.03,0.0,0.01
13884,PS2,Adventure,0.0,0.0,0.04,0.0
13885,PS3,Racing,0.0,0.02,0.0,0.01
13886,PC,Shooter,0.01,0.02,0.0,0.01
13887,PS4,Misc,0.01,0.0,0.02,0.0
13888,PSV,Action,0.0,0.0,0.04,0.0
13889,3DS,Action,0.0,0.0,0.04,0.0
13890,XB,Racing,0.03,0.01,0.0,0.0
13891,Wii,Misc,0.03,0.0,0.0,0.0
13892,DS,Misc,0.0,0.03,0.0,0.0
13893,PS,Misc,0.0,0.0,0.04,0.0
13894,PC,Racing,0.0,0.03,0.0,0.01
13895,PSP,Racing,0.02,0.01,0.0,0.01
13896,PSP,Puzzle,0.0,0.0,0.04,0.0
13897,PSP,Strategy,0.04,0.0,0.0,0.0
13898,PS,Platform,0.02,0.01,0.0,0.0
13899,Wii,Adventure,0.04,0.0,0.0,0.0
13900,PSP,Action,0.0,0.0,0.04,0.0
13901,PS,Adventure,0.02,0.01,0.0,0.0
13902,PS,Shooter,0.02,0.01,0.0,0.0
13903,DS,Action,0.0,0.0,0.04,0.0
13904,PS2,Sports,0.0,0.0,0.04,0.0
13905,DS,Puzzle,0.02,0.02,0.0,0.0
13906,PC,Action,0.0,0.03,0.0,0.01
13907,PC,Action,0.0,0.03,0.0,0.01
13908,PS,Strategy,0.02,0.01,0.0,0.0
13909,PS,Shooter,0.02,0.01,0.0,0.0
13910,DS,Misc,0.04,0.0,0.0,0.0
13911,PS,Sports,0.02,0.01,0.0,0.0
13912,PC,Action,0.0,0.04,0.0,0.0
13913,PC,Adventure,0.0,0.03,0.0,0.01
13914,PS,Simulation,0.02,0.01,0.0,0.0
13915,GBA,Action,0.03,0.01,0.0,0.0
13916,NG,Fighting,0.0,0.0,0.04,0.0
13917,WiiU,Misc,0.02,0.01,0.0,0.0
13918,PC,Strategy,0.0,0.04,0.0,0.0
13919,GBA,Action,0.03,0.01,0.0,0.0
13920,3DS,Action,0.03,0.0,0.0,0.0
13921,PS,Misc,0.02,0.01,0.0,0.0
13922,PSP,Action,0.0,0.0,0.04,0.0
13923,GBA,Action,0.03,0.01,0.0,0.0
13924,PSP,Action,0.0,0.0,0.04,0.0
13925,XOne,Sports,0.0,0.04,0.0,0.0
13926,PS2,Adventure,0.02,0.01,0.0,0.0
13927,PSP,Misc,0.0,0.0,0.04,0.0
13928,GBA,Shooter,0.03,0.01,0.0,0.0
13929,PSP,Strategy,0.0,0.0,0.04,0.0
13930,PS3,Adventure,0.0,0.0,0.04,0.0
13931,GC,Sports,0.0,0.0,0.04,0.0
13932,PC,Simulation,0.0,0.04,0.0,0.0
13933,3DS,Adventure,0.0,0.0,0.04,0.0
13934,PSP,Adventure,0.0,0.0,0.04,0.0
13935,DS,Simulation,0.03,0.0,0.0,0.0
13936,GC,Sports,0.03,0.01,0.0,0.0
13937,DS,Shooter,0.03,0.0,0.0,0.0
13938,PSV,Misc,0.0,0.0,0.04,0.0
13939,PS2,Sports,0.0,0.0,0.04,0.0
13940,PS2,Adventure,0.0,0.0,0.04,0.0
13941,X360,Racing,0.03,0.0,0.0,0.0
13942,PS3,Adventure,0.0,0.0,0.04,0.0
13943,DS,Sports,0.03,0.0,0.0,0.0
13944,DS,Shooter,0.03,0.0,0.0,0.0
13945,DS,Misc,0.03,0.0,0.0,0.0
13946,X360,Action,0.03,0.0,0.0,0.0
13947,PC,Role-Playing,0.02,0.01,0.0,0.0
13948,PC,Strategy,0.0,0.03,0.0,0.01
13949,DS,Role-Playing,0.0,0.0,0.04,0.0
13950,GBA,Racing,0.03,0.01,0.0,0.0
13951,PSP,Racing,0.03,0.0,0.0,0.0
13952,XOne,Shooter,0.03,0.0,0.0,0.0
13953,DS,Adventure,0.03,0.0,0.0,0.0
13954,PSV,Role-Playing,0.0,0.0,0.04,0.0
13955,XOne,Action,0.01,0.03,0.0,0.0
13956,3DS,Action,0.0,0.03,0.0,0.0
13957,PS3,Role-Playing,0.03,0.01,0.0,0.01
13958,PS2,Sports,0.02,0.01,0.0,0.0
13959,DS,Simulation,0.03,0.0,0.0,0.0
13960,DC,Adventure,0.0,0.0,0.04,0.0
13961,PS2,Action,0.02,0.01,0.0,0.0
13962,GBA,Shooter,0.03,0.01,0.0,0.0
13963,PSP,Adventure,0.0,0.0,0.04,0.0
13964,X360,Shooter,0.0,0.03,0.0,0.0
13965,DS,Misc,0.0,0.0,0.04,0.0
13966,DS,Puzzle,0.03,0.0,0.0,0.0
13967,GBA,Action,0.03,0.01,0.0,0.0
13968,X360,Role-Playing,0.0,0.0,0.04,0.0
13969,PSV,Racing,0.0,0.0,0.04,0.0
13970,DS,Shooter,0.03,0.0,0.0,0.0
13971,GBA,Platform,0.03,0.01,0.0,0.0
13972,PSV,Sports,0.0,0.03,0.0,0.01
13973,SAT,Fighting,0.0,0.0,0.04,0.0
13974,PS2,Strategy,0.0,0.0,0.04,0.0
13975,PS2,Role-Playing,0.02,0.01,0.0,0.0
13976,PSP,Action,0.0,0.0,0.04,0.0
13977,PS,Puzzle,0.02,0.01,0.0,0.0
13978,PSP,Adventure,0.0,0.0,0.04,0.0
13979,PSV,Role-Playing,0.0,0.0,0.04,0.0
13980,DS,Adventure,0.0,0.0,0.04,0.0
13981,GBA,Action,0.03,0.01,0.0,0.0
13982,PC,Platform,0.0,0.03,0.0,0.01
13983,3DS,Misc,0.0,0.0,0.04,0.0
13984,PS2,Misc,0.0,0.0,0.04,0.0
13985,PC,Strategy,0.0,0.03,0.0,0.0
13986,GC,Platform,0.03,0.01,0.0,0.0
13987,PS3,Action,0.03,0.0,0.0,0.01
13988,X360,Adventure,0.0,0.0,0.04,0.0
13989,PS3,Strategy,0.0,0.0,0.04,0.0
13990,PS3,Role-Playing,0.0,0.0,0.04,0.0
13991,PS2,Fighting,0.02,0.01,0.0,0.0
13992,PC,Adventure,0.0,0.03,0.0,0.0
13993,PSP,Adventure,0.0,0.0,0.04,0.0
13994,PS,Role-Playing,0.02,0.01,0.0,0.0
13995,PS3,Sports,0.0,0.03,0.0,0.01
13996,XOne,Shooter,0.01,0.02,0.0,0.0
13997,PS2,Misc,0.02,0.01,0.0,0.0
13998,PSP,Puzzle,0.03,0.0,0.0,0.0
13999,PS2,Racing,0.0,0.0,0.04,0.0
14000,PS2,Shooter,0.02,0.01,0.0,0.0
14001,DS,Misc,0.0,0.0,0.04,0.0
14002,XB,Racing,0.03,0.01,0.0,0.0
14003,PC,Strategy,0.01,0.02,0.0,0.0
14004,DC,Fighting,0.0,0.0,0.04,0.0
14005,XB,Action,0.03,0.01,0.0,0.0
14006,Wii,Puzzle,0.02,0.01,0.0,0.0
14007,3DS,Adventure,0.0,0.0,0.04,0.0
14008,PS3,Action,0.02,0.01,0.0,0.01
14009,PSP,Puzzle,0.03,0.0,0.0,0.0
14010,XB,Action,0.03,0.01,0.0,0.0
14011,PS3,Role-Playing,0.0,0.0,0.04,0.0
14012,GBA,Shooter,0.03,0.01,0.0,0.0
14013,PC,Puzzle,0.0,0.03,0.0,0.01
14014,DS,Misc,0.0,0.0,0.04,0.0
14015,PSP,Adventure,0.0,0.0,0.04,0.0
14016,DS,Strategy,0.0,0.0,0.04,0.0
14017,PSP,Adventure,0.0,0.0,0.04,0.0
14018,DS,Puzzle,0.03,0.0,0.0,0.0
14019,PS2,Adventure,0.0,0.0,0.04,0.0
14020,PC,Strategy,0.0,0.03,0.0,0.01
14021,XB,Sports,0.03,0.01,0.0,0.0
14022,PS2,Sports,0.0,0.0,0.04,0.0
14023,PC,Shooter,0.0,0.03,0.0,0.01
14024,Wii,Sports,0.0,0.0,0.04,0.0
14025,PS2,Shooter,0.02,0.01,0.0,0.0
14026,PSV,Role-Playing,0.0,0.0,0.04,0.0
14027,PS2,Adventure,0.0,0.0,0.04,0.0
14028,PS2,Misc,0.02,0.01,0.0,0.0
14029,PSP,Action,0.0,0.0,0.04,0.0
14030,PC,Strategy,0.0,0.03,0.0,0.01
14031,PS,Misc,0.02,0.01,0.0,0.0
14032,DS,Simulation,0.03,0.0,0.0,0.0
14033,GBA,Sports,0.03,0.01,0.0,0.0
14034,XB,Shooter,0.03,0.01,0.0,0.0
14035,DS,Sports,0.03,0.0,0.0,0.0
14036,GEN,Sports,0.0,0.0,0.04,0.0
14037,XB,Adventure,0.03,0.01,0.0,0.0
14038,PC,Strategy,0.0,0.03,0.0,0.01
14039,PS2,Strategy,0.0,0.0,0.04,0.0
14040,DS,Misc,0.0,0.0,0.04,0.0
14041,PC,Action,0.0,0.03,0.0,0.01
14042,X360,Shooter,0.0,0.0,0.04,0.0
14043,3DS,Misc,0.01,0.02,0.0,0.0
14044,DS,Misc,0.03,0.0,0.0,0.0
14045,GBA,Action,0.03,0.01,0.0,0.0
14046,3DS,Action,0.0,0.03,0.0,0.0
14047,PSP,Role-Playing,0.0,0.0,0.04,0.0
14048,Wii,Fighting,0.03,0.0,0.0,0.0
14049,PS3,Sports,0.0,0.03,0.0,0.01
14050,PS,Role-Playing,0.02,0.01,0.0,0.0
14051,PC,Role-Playing,0.0,0.03,0.0,0.01
14052,DS,Misc,0.03,0.0,0.0,0.0
14053,PC,Role-Playing,0.0,0.03,0.0,0.01
14054,WiiU,Action,0.01,0.02,0.0,0.0
14055,3DS,Strategy,0.0,0.0,0.04,0.0
14056,PC,Simulation,0.0,0.03,0.0,0.01
14057,PSP,Role-Playing,0.0,0.0,0.04,0.0
14058,PC,Strategy,0.0,0.03,0.0,0.0
14059,PSP,Role-Playing,0.0,0.0,0.04,0.0
14060,Wii,Misc,0.03,0.0,0.0,0.0
14061,DS,Action,0.0,0.0,0.04,0.0
14062,DS,Simulation,0.03,0.0,0.0,0.0
14063,DS,Action,0.03,0.0,0.0,0.0
14064,DS,Role-Playing,0.0,0.0,0.04,0.0
14065,PC,Strategy,0.0,0.03,0.0,0.01
14066,PSP,Adventure,0.0,0.0,0.04,0.0
14067,DS,Puzzle,0.0,0.03,0.0,0.0
14068,GBA,Platform,0.03,0.01,0.0,0.0
14069,GBA,Misc,0.03,0.01,0.0,0.0
14070,DS,Puzzle,0.0,0.03,0.0,0.0
14071,DS,Misc,0.03,0.0,0.0,0.0
14072,DS,Role-Playing,0.04,0.0,0.0,0.0
14073,PC,Role-Playing,0.01,0.02,0.0,0.01
14074,DS,Role-Playing,0.03,0.0,0.0,0.0
14075,PSV,Action,0.02,0.01,0.0,0.01
14076,PC,Action,0.0,0.03,0.0,0.0
14077,DS,Racing,0.03,0.0,0.0,0.0
14078,PC,Strategy,0.0,0.03,0.0,0.01
14079,PC,Strategy,0.0,0.03,0.0,0.01
14080,PS2,Racing,0.02,0.01,0.0,0.0
14081,XB,Role-Playing,0.03,0.01,0.0,0.0
14082,PSV,Sports,0.03,0.0,0.0,0.01
14083,DS,Puzzle,0.03,0.0,0.0,0.0
14084,PC,Action,0.0,0.03,0.0,0.01
14085,PS4,Action,0.0,0.03,0.0,0.01
14086,PC,Action,0.0,0.03,0.0,0.01
14087,PS2,Adventure,0.0,0.0,0.04,0.0
14088,XB,Shooter,0.03,0.01,0.0,0.0
14089,DS,Action,0.0,0.0,0.04,0.0
14090,PS2,Misc,0.02,0.01,0.0,0.0
14091,PC,Shooter,0.0,0.03,0.0,0.01
14092,PS3,Shooter,0.03,0.0,0.0,0.0
14093,PSP,Adventure,0.0,0.0,0.04,0.0
14094,PS4,Adventure,0.01,0.02,0.0,0.01
14095,GEN,Platform,0.0,0.0,0.04,0.0
14096,DS,Adventure,0.0,0.0,0.04,0.0
14097,PC,Role-Playing,0.0,0.03,0.0,0.0
14098,PSP,Action,0.0,0.0,0.04,0.0
14099,DS,Role-Playing,0.0,0.0,0.04,0.0
14100,PSP,Sports,0.03,0.0,0.0,0.0
14101,3DS,Strategy,0.0,0.0,0.03,0.0
14102,PS2,Simulation,0.02,0.01,0.0,0.0
14103,DS,Sports,0.0,0.03,0.0,0.0
14104,Wii,Racing,0.0,0.0,0.03,0.0
14105,WiiU,Action,0.02,0.01,0.0,0.0
14106,PS3,Action,0.0,0.03,0.0,0.0
14107,GBA,Action,0.03,0.01,0.0,0.0
14108,PS3,Action,0.0,0.0,0.03,0.0
14109,Wii,Shooter,0.03,0.0,0.0,0.0
14110,3DS,Misc,0.0,0.0,0.03,0.0
14111,PS3,Misc,0.0,0.0,0.03,0.0
14112,PC,Strategy,0.0,0.03,0.0,0.01
14113,DS,Misc,0.0,0.03,0.0,0.0
14114,PS3,Action,0.0,0.03,0.0,0.01
14115,XB,Racing,0.03,0.01,0.0,0.0
14116,PS3,Adventure,0.02,0.0,0.01,0.0
14117,PS3,Misc,0.0,0.0,0.03,0.0
14118,XB,Sports,0.03,0.01,0.0,0.0
14119,DS,Role-Playing,0.0,0.0,0.03,0.0
14120,PSP,Puzzle,0.0,0.0,0.03,0.0
