Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
8164,All Grown Up! Express Yourself,8,5,0.13,0.05,0.0
8165,College Hoops 2K7,5,0,0.16,0.0,0.0
8166,K-1 World Grand Prix,6,0,0.04,0.03,0.1
8167,Skate it,3,0,0.14,0.02,0.0
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,16,11,0.0,0.0,0.18
8169,Otomedius Excellent,4,6,0.13,0.0,0.04
8170,Super Robot Taisen A Portable,16,11,0.0,0.0,0.18
8171,Juiced,13,2,0.13,0.04,0.0
8172,Looney Tunes: Back in Action,8,1,0.13,0.05,0.0
8173,Virtua Tennis,8,0,0.13,0.05,0.0
8174,Tales of the Tempest,3,3,0.0,0.0,0.18
8175,SimCity Creator (JP sales),3,7,0.0,0.0,0.18
8176,Biohazard: Revival Selection,5,8,0.0,0.0,0.18
8177,Sonic Riders: Zero Gravity,6,2,0.09,0.07,0.0
8178,Driver: San Francisco,0,2,0.06,0.09,0.0
8179,UFC: Sudden Impact,6,9,0.09,0.07,0.0
8180,Shawn Johnson Gymnastics,0,0,0.17,0.0,0.0
8181,NBA Hoopz,6,0,0.09,0.07,0.0
8182,Captain America: Super Soldier,4,8,0.11,0.05,0.0
8183,TRON: Evolution,3,8,0.12,0.04,0.0
8184,Pac-Man World 3,3,1,0.16,0.0,0.0
8185,ESPN X Games Skateboarding,8,0,0.13,0.05,0.0
8186,Nancy Drew: The Hidden Staircase,3,10,0.16,0.0,0.0
8187,Brunswick Cosmic Bowling,0,0,0.17,0.0,0.0
8188,Star Wars: Battlefront II,14,6,0.02,0.13,0.0
8189,Speedball 2100,12,0,0.1,0.07,0.0
8190,LEGO Island 2: The Brickster's Revenge,12,10,0.1,0.07,0.0
8191,College Hoops 2K8,4,0,0.16,0.0,0.0
8192,FIFA 17,4,0,0.03,0.13,0.0
8193,Fancy Nancy: Tea Party Time!,3,10,0.17,0.0,0.0
8194,Backyard Basketball,8,0,0.13,0.05,0.0
8195,Madden NFL 09,13,0,0.13,0.04,0.0
8196,Scooby-Doo! Unmasked,8,1,0.13,0.05,0.0
8197,Summon Night 4,6,3,0.0,0.0,0.18
8198,Pro Yaky? Spirits 5,6,0,0.0,0.0,0.18
8199,NHL 2004,13,0,0.13,0.04,0.0
8200,Namco Museum: 50th Anniversary,13,5,0.13,0.04,0.0
8201,You Don't Know Jack,5,5,0.16,0.0,0.0
8202,Marvel Super Hero Squad: The Infinity Gauntlet,5,8,0.12,0.03,0.0
8203,NFL 2K2,13,0,0.13,0.04,0.0
8204,My French Coach,3,5,0.15,0.02,0.0
8205,Camp Rock: The Final Jam,3,5,0.14,0.02,0.0
8206,NBA Starting Five,6,0,0.09,0.07,0.0
8207,Castlevania Judgment,0,9,0.13,0.02,0.01
8208,Dead or Alive Paradise,16,5,0.07,0.02,0.07
8209,The Suffering: Ties That Bind,6,8,0.09,0.07,0.0
8210,Disney Sing It: Family Hits,5,5,0.11,0.04,0.0
8211,Ashes Cricket 2009,5,0,0.0,0.16,0.0
8212,EyeToy: Kinetic,6,0,0.09,0.07,0.0
8213,Petz: Horseshoe Ranch,3,10,0.16,0.0,0.0
8214,Army Men: Sarge's Heroes 2,6,6,0.09,0.07,0.0
8215,Stormrise,5,11,0.13,0.02,0.0
8216,Yu-Gi-Oh! Zexal World Duel Carnival,9,5,0.0,0.08,0.08
8217,Winning Eleven: Pro Evolution Soccer 2007,3,0,0.0,0.0,0.17
8218,Green Lantern: Rise of the Manhunters,5,8,0.09,0.05,0.0
8219,Monkey Island: Special Edition Collection,14,10,0.0,0.14,0.0
8220,Broken Sword: Shadows of the Templars - The Director's Cut,3,10,0.07,0.09,0.0
8221,The Wild Thornberrys: Animal Adventures,12,10,0.1,0.07,0.0
8222,MotoGP 10/11,5,2,0.04,0.1,0.0
8223,Jikkyou Powerful Pro Baseball 2016,22,0,0.0,0.0,0.17
8224,SEGA Bass Fishing Duel,6,0,0.09,0.07,0.0
8225,Teen Titans,8,8,0.13,0.05,0.0
8226,Hyperdimension Neptunia U: Action Unleashed,22,8,0.07,0.02,0.06
8227,Sports Illustrated for Kids: Baseball,8,0,0.12,0.05,0.0
8228,Fairytale Fights,5,8,0.11,0.04,0.0
8229,Mark Davis Pro Bass Challenge,6,0,0.09,0.07,0.0
8230,Rugrats: Royal Ransom,18,1,0.13,0.03,0.0
8231,Warriors of Might and Magic,6,10,0.09,0.07,0.0
8232,Open Season,18,1,0.13,0.03,0.0
8233,The Chronicles of Narnia: Prince Caspian,5,8,0.14,0.02,0.0
8234,Back to the Future: The Game,10,10,0.1,0.04,0.0
8235,Project Spark,17,5,0.11,0.05,0.0
8236,Backyard Sports Football: Rookie Rush,3,0,0.16,0.0,0.0
8237,Street Fighter: The Movie,12,9,0.1,0.07,0.0
8238,Lost in Blue 3,3,10,0.09,0.02,0.06
8239,World Championship Poker,8,5,0.12,0.05,0.0
8240,Global Defence Force,6,6,0.0,0.0,0.17
8241,Rapala Fishing Frenzy 2009,5,0,0.16,0.0,0.0
8242,Major League Baseball 2K6,18,0,0.13,0.03,0.0
8243,Major League Baseball 2K9,5,0,0.16,0.0,0.0
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,3,3,0.0,0.0,0.17
8245,Smash Court Tennis Pro Tournament,6,0,0.08,0.07,0.0
8246,The Cursed Crusade,5,8,0.07,0.07,0.01
8247,Super Robot Taisen L,3,11,0.0,0.0,0.17
8248,The Grim Adventures of Billy & Mandy,18,8,0.13,0.03,0.0
8249,NBA Inside Drive 2004,13,0,0.13,0.04,0.0
8250,The King of Fighters '97,12,9,0.0,0.0,0.16
8251,Dungeon Siege III,14,3,0.08,0.08,0.0
8252,Cabela's Big Game Hunter: Hunting Party,4,0,0.16,0.0,0.0
8253,Time Commando,12,8,0.1,0.07,0.0
8254,Professional Fisherman's Tour: Northern Hemisphere,3,0,0.16,0.0,0.0
8255,Iron Chef America: Supreme Cuisine,0,7,0.16,0.0,0.0
8256,Kekkaishi: Karasumori Ayakashi Kidan,3,8,0.0,0.0,0.17
8257,Gretzky NHL 2005,6,0,0.08,0.07,0.0
8258,FaceBreaker,5,9,0.13,0.03,0.0
8259,Squeeballs Party,3,4,0.16,0.0,0.0
8260,NCAA Football 09 All-Play,0,0,0.16,0.0,0.0
8261,Yakuza Zero: The Place of Oath,10,8,0.0,0.0,0.17
8262,The Hobbit,18,1,0.13,0.03,0.0
8263,The Secret World,14,3,0.07,0.08,0.0
8264,NHL 2K9,4,0,0.15,0.01,0.0
8265,X-Men: The Official Game,4,8,0.16,0.01,0.0
8266,True Crime: New York City,18,8,0.13,0.03,0.0
8267,Metal Arms: Glitch in the System,13,6,0.13,0.04,0.0
8268,PlayStation Move Heroes,5,1,0.08,0.06,0.0
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,16,8,0.0,0.0,0.17
8270,Ice Age: Dawn of the Dinosaurs,6,8,0.08,0.07,0.0
8271,ESPN Final Round Golf 2002,8,0,0.12,0.05,0.0
8272,MDK2 Armageddon,6,6,0.08,0.07,0.0
8273,Exhibition Volume 02,13,5,0.13,0.04,0.0
8274,Watchmen: The End is Nigh - The Complete Experience,5,8,0.08,0.07,0.0
8275,Fight Night Round 2,18,9,0.13,0.03,0.0
8276,Sudoku Gridmaster,3,4,0.13,0.03,0.0
8277,Disney's Atlantis: The Lost Empire,12,1,0.1,0.07,0.0
8278,Power Pro Kun Pocket,2,0,0.0,0.0,0.17
8279,The King of Fighters '97,23,9,0.0,0.0,0.17
8280,Tamagotchi no Narikiri Challenge,3,8,0.0,0.0,0.17
8281,Goosebumps HorrorLand,0,10,0.16,0.0,0.0
8282,One Piece: Unlimited World Red,22,8,0.06,0.04,0.04
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,12,11,0.0,0.0,0.16
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,12,10,0.0,0.0,0.16
8285,Dementium: The Ward,3,6,0.15,0.01,0.0
8286,Psi-Ops: The Mindgate Conspiracy,13,6,0.13,0.04,0.0
8287,SWAT: Global Strike Team,13,6,0.13,0.04,0.0
8288,Despicable Me: The Game,16,1,0.05,0.08,0.0
8289,MX World Tour Featuring Jamie Little,6,2,0.08,0.07,0.0
8290,Goblin Commander: Unleash the Horde,6,11,0.08,0.07,0.0
8291,Hello Kitty: Happy Party Pals,8,5,0.12,0.05,0.0
8292,Ringling Bros. and Barnum & Bailey: Circus Friends,3,8,0.16,0.0,0.0
8293,Backyard NFL Football '09,6,0,0.08,0.07,0.0
8294,World Destruction League: Thunder Tanks,6,8,0.08,0.07,0.0
8295,Shin Megami Tensei IV: Final,9,3,0.03,0.0,0.14
8296,Age of Empires III: Complete Collection,14,11,0.01,0.12,0.0
8297,Finding Nemo: Escape to the Big Blue,3,8,0.12,0.04,0.0
8298,Backyard Baseball '10,6,0,0.08,0.07,0.0
8299,Resident Evil Director's Cut: Dual Shock Edition,12,8,0.0,0.0,0.16
8300,The Lord of the Rings: Aragorn's Quest,5,8,0.1,0.04,0.0
8301,Top Spin 2,4,0,0.15,0.01,0.0
8302,N3 II: Ninety-Nine Nights,4,8,0.06,0.07,0.04
8303,The King of Fighters '95,12,9,0.0,0.0,0.16
8304,RoadKill,6,8,0.08,0.07,0.0
8305,Hanjuku Eiyuu Tai 3D,6,3,0.0,0.0,0.17
8306,.hack//G.U. Vol.3//Redemption,6,3,0.0,0.0,0.17
8307,Chuck E. Cheese's Party Games,0,5,0.16,0.0,0.0
8308,Super Robot Taisen Compact 2 Dai-1-Bu,25,11,0.0,0.0,0.17
8309,Looney Tunes: Back in Action,18,1,0.13,0.03,0.0
8310,Tak: The Great Juju Challenge,8,1,0.12,0.05,0.0
8311,Macross Ultimate Frontier,16,8,0.0,0.0,0.17
8312,Cabela's Legendary Adventures,16,0,0.16,0.0,0.0
8313,Jillian Michaels Fitness Ultimatum 2011,0,0,0.16,0.0,0.0
8314,Pursuit Force: Extreme Justice,16,8,0.07,0.07,0.0
8315,Backbreaker,5,0,0.16,0.0,0.0
8316,Hunter: The Reckoning Redeemer,13,8,0.13,0.04,0.0
8317,The Rise of the Argonauts,4,3,0.03,0.12,0.0
8318,NHL 07,16,0,0.13,0.02,0.0
8319,Pro Evolution Soccer 2014,16,8,0.0,0.03,0.14
8320,Tokyo Xtreme Racer,21,2,0.0,0.0,0.17
8321,Fighter Maker,12,9,0.05,0.04,0.07
8322,Bee Movie Game,4,8,0.16,0.0,0.0
8323,Backyard NFL Football '10,0,0,0.16,0.0,0.0
8324,Professor Heinz Wolff's Gravity,0,4,0.04,0.12,0.0
8325,Thief: Deadly Shadows,13,8,0.13,0.04,0.0
8326,Buzz! Brain of the UK,5,5,0.0,0.15,0.0
8327,NBA 09: The Inside,16,0,0.16,0.0,0.0
8328,Transformers: Prime,9,8,0.13,0.03,0.0
8329,Batman Begins,8,8,0.12,0.05,0.0
8330,Transformer: Rise of the Dark Spark,4,8,0.09,0.07,0.0
8331,Glover,12,1,0.09,0.06,0.0
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,8,5,0.12,0.05,0.0
8333,Luxor 3,0,4,0.16,0.0,0.0
8334,Bratz Kidz,0,5,0.16,0.0,0.0
8335,Fairytale Fights,4,8,0.14,0.02,0.0
8336,James Cameron's Dark Angel,6,8,0.08,0.07,0.0
8337,MotoGP 09/10,4,2,0.07,0.09,0.0
8338,Mahjong Fight Club,16,5,0.0,0.0,0.17
8339,World Driver Championship,11,2,0.14,0.03,0.0
8340,Bomberman 64: The Second Attack!,11,10,0.05,0.01,0.11
8341,Turok 3: Shadow of Oblivion,11,6,0.12,0.05,0.0
8342,Spawn: Armageddon,13,8,0.13,0.04,0.0
8343,Codename: Kids Next Door: Game Boy Advance Video Volume 1,8,5,0.12,0.05,0.0
8344,Zoo Hospital,0,7,0.14,0.01,0.0
8345,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,8,5,0.12,0.05,0.0
8346,Time and Eternity,5,3,0.06,0.03,0.06
8347,Major League Baseball 2K9,6,0,0.08,0.06,0.0
8348,Gundam Assault Survive,16,8,0.0,0.0,0.17
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,6,5,0.08,0.06,0.0
8350,Fate/Stay Night [Réalta Nua],6,10,0.0,0.0,0.17
8351,Disney's Home on the Range,8,8,0.12,0.04,0.0
8352,Sid Meier's Civilization IV,14,11,0.02,0.12,0.0
8353,Jikkyou Powerful Pro Yakyuu 2013,16,0,0.0,0.0,0.17
8354,Space Griffon VF-9,12,3,0.02,0.02,0.12
8355,Family Feud Decades,0,5,0.16,0.0,0.0
8356,NBA Live 16,10,0,0.1,0.04,0.0
8357,CSI: Fatal Conspiracy,4,10,0.11,0.04,0.0
8358,Solitaire Overload Plus,3,5,0.16,0.0,0.0
8359,.hack//G.U. Vol.1//Rebirth,6,3,0.0,0.0,0.17
8360,Gyakuten Saiban 3,8,10,0.0,0.0,0.16
8361,Tak: Mojo Mistake,3,8,0.16,0.0,0.0
8362,Gallop Racer 2001,6,0,0.05,0.04,0.06
8363,Nightmare Creatures II,12,8,0.09,0.06,0.0
8364,Marble Saga: Kororinpa,0,4,0.1,0.06,0.0
8365,Fuzion Frenzy 2,4,5,0.14,0.01,0.0
8366,Catwoman,6,8,0.08,0.06,0.0
8367,Monsters vs. Aliens,4,8,0.12,0.03,0.0
8368,Country Dance: All Stars,4,8,0.16,0.0,0.0
8369,Garfield: Lasagna World Tour,6,8,0.08,0.06,0.0
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,8,5,0.12,0.04,0.0
8371,Disney's Planes,0,7,0.08,0.07,0.0
8372,Bomberman Land,0,5,0.11,0.02,0.03
8373,Bomberman B-Daman,7,6,0.0,0.0,0.17
8374,Terminator 3: The Redemption,6,6,0.08,0.06,0.0
8375,World Destruction League: Thunder Tanks,12,8,0.09,0.06,0.0
8376,Beat Down: Fists of Vengeance,6,8,0.04,0.03,0.09
8377,Reloaded,12,8,0.09,0.06,0.0
8378,Sword of the Samurai,6,9,0.0,0.0,0.17
8379,MotoGP 15,10,2,0.0,0.12,0.03
8380,SSX On Tour,18,0,0.13,0.03,0.0
8381,Hot Wheels: Beat That!,4,2,0.15,0.0,0.0
8382,G-Force,4,8,0.11,0.05,0.0
8383,James Bond 007: Everything or Nothing,8,6,0.12,0.04,0.0
8384,Naruto Shippuden: Ultimate Ninja 5,6,9,0.0,0.0,0.17
8385,Shrek Extra Large,18,1,0.13,0.03,0.0
8386,Final Fantasy V,12,3,0.0,0.0,0.16
8387,World Tour Soccer 2006,6,0,0.08,0.06,0.0
8388,Gunvalkyrie,13,6,0.13,0.04,0.0
8389,NickToons: Racing,12,2,0.09,0.06,0.0
8390,VR Golf '97,12,0,0.09,0.06,0.0
8391,Michael Jackson: The Experience 3D,9,5,0.13,0.03,0.0
8392,State of Emergency,13,8,0.13,0.04,0.0
8393,Digimon Story: Cyber Sleuth,22,3,0.0,0.0,0.17
8394,Off-World Interceptor Extreme,12,2,0.09,0.06,0.0
8395,Bakugan Battle Brawlers: Defenders of the Core,0,8,0.15,0.01,0.0
8396,Disney Golf,6,0,0.07,0.06,0.02
8397,The Naked Brothers Band: The Video Game,6,5,0.08,0.06,0.0
8398,Custom Robo Arena,3,9,0.02,0.02,0.12
8399,Clock Tower II: The Struggle Within,12,10,0.02,0.01,0.12
8400,Batman Beyond: Return of the Joker,12,8,0.09,0.06,0.0
8401,Surf's Up,0,0,0.15,0.0,0.0
8402,Jikkyou Powerful Pro Baseball 2016,10,0,0.0,0.0,0.17
8403,Mega Man Network Transmission,18,1,0.13,0.03,0.0
8404,I'm A Celebrity: Get Me Out of Here!,0,5,0.0,0.16,0.0
8405,Pursuit Force,16,2,0.14,0.01,0.0
8406,Densetsu no Stafi 4,3,1,0.0,0.0,0.17
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),6,3,0.0,0.0,0.17
8408,Naval Assault: The Killing Tide,4,7,0.08,0.07,0.0
8409,Tokimeki Memorial: Private Collection,12,5,0.0,0.0,0.16
8410,RC Revenge Pro,6,2,0.08,0.06,0.0
8411,Valkyria Chronicles,10,3,0.06,0.04,0.05
8412,Hellboy: The Science of Evil,5,8,0.13,0.02,0.0
8413,Backyard Wrestling: Don't Try This at Home,13,9,0.13,0.04,0.0
8414,Zoo Keeper,3,4,0.1,0.01,0.05
8415,Gauntlet: Dark Legacy,13,8,0.13,0.04,0.0
8416,Toukiden Kiwami,10,8,0.05,0.07,0.02
8417,Far East of Eden II: Manji Maru,6,3,0.0,0.0,0.17
8418,Lost Kingdoms,18,3,0.1,0.02,0.04
8419,WRC 2: FIA World Rally Championship,5,2,0.0,0.13,0.0
8420,Blood Bowl,4,0,0.13,0.03,0.0
8421,Matchbox Cross Town Heroes,8,2,0.12,0.04,0.0
8422,Wolfenstein 3D,8,6,0.12,0.04,0.0
8423,Nobunaga no Yabou: Tenshoki,7,11,0.0,0.0,0.17
8424,Learning to Spell,3,5,0.16,0.0,0.0
8425,"Go, Diego, Go! Safari Rescue",3,10,0.15,0.01,0.0
8426,Super Power League,7,0,0.0,0.0,0.17
8427,Easy Piano,3,5,0.04,0.11,0.0
8428,Street Fighter Alpha 2,7,9,0.0,0.0,0.17
8429,Dragon Quest X,9,3,0.0,0.0,0.17
8430,Payday 2,17,6,0.08,0.07,0.0
8431,25 to Life,13,6,0.12,0.04,0.0
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,9,8,0.0,0.0,0.17
8433,NASCAR '15,4,0,0.15,0.0,0.0
8434,TransFormers Animated: The Game,3,8,0.15,0.01,0.0
8435,Fracture,5,6,0.11,0.04,0.0
8436,Sega Superstars,6,5,0.08,0.06,0.0
8437,Midway Arcade Treasures,18,5,0.13,0.03,0.0
8438,Leisure Suit Larry: Magna Cum Laude,13,10,0.12,0.04,0.0
8439,Mousetrap / Operation / Simon,8,5,0.12,0.04,0.0
8440,Klonoa,0,1,0.11,0.02,0.03
8441,Splatterhouse,5,8,0.13,0.02,0.0
8442,NBA 09: The Inside,6,0,0.08,0.06,0.0
8443,Spyro: Shadow Legacy,3,8,0.14,0.01,0.0
8444,Resident Evil,23,8,0.0,0.0,0.17
8445,Wildstar,14,3,0.08,0.07,0.0
8446,Dragon Ball: Fusions,9,3,0.0,0.0,0.17
8447,Apache: Air Assault,4,7,0.12,0.04,0.0
8448,TOEIC Test Training DS,3,5,0.0,0.0,0.17
8449,Jikkyou Powerful Pro Yakyuu 2014,5,0,0.0,0.0,0.17
8450,Senran Kagura: Estival Versus,10,8,0.07,0.0,0.08
8451,Itoi Shigesato no Bass Tsuri No. 1,7,0,0.0,0.0,0.17
8452,Cubivore: Survival of the Fittest,18,10,0.01,0.0,0.15
8453,The Sims 3: Seasons,14,7,0.0,0.13,0.0
8454,Anarchy Reigns,4,8,0.11,0.02,0.02
8455,FlatOut,13,2,0.12,0.04,0.0
8456,Project X Zone 2: Brave New World,9,3,0.04,0.04,0.08
8457,NCAA Basketball 09,5,0,0.15,0.0,0.0
8458,Bakugan Battle Brawlers: Defenders of the Core,5,8,0.14,0.01,0.0
8459,Mr. Do!'s Castle,15,8,0.15,0.01,0.0
8460,Death Trap,15,8,0.15,0.01,0.0
8461,Armor Ambush,15,8,0.15,0.01,0.0
8462,Parodius,23,6,0.0,0.0,0.16
8463,Thrillville: Off the Rails,4,11,0.13,0.02,0.0
8464,Hyperdimension Neptunia Victory,5,3,0.05,0.03,0.06
8465,Taz Wanted,6,1,0.08,0.06,0.0
8466,Mobile Suit Gundam: Extreme VS Force,22,8,0.0,0.0,0.16
8467,Sid Meier's Pirates!,0,11,0.13,0.02,0.0
8468,MLB 16: The Show,5,8,0.13,0.0,0.0
8469,Phantasy Star Online 2,22,3,0.0,0.0,0.16
8470,Vehicular Combat League presents Motor Mayhem,6,2,0.08,0.06,0.0
8471,PoPoLoCrois: Hajimari no Bouken,6,3,0.0,0.0,0.16
8472,Star Wars: Super Bombad Racing,6,2,0.08,0.06,0.0
8473,Hamster Heroes,0,4,0.16,0.0,0.0
8474,Hot Wheels Velocity X,8,2,0.12,0.04,0.0
8475,Ar Nosurge: Ode to an Unborn Star,5,3,0.05,0.04,0.06
8476,Chaotic: Shadow Warriors,5,8,0.15,0.0,0.0
8477,Leisure Suit Larry: Box Office Bust,4,10,0.14,0.01,0.0
8478,Alien Resurrection,12,6,0.09,0.06,0.0
8479,World Tour Soccer 2005,6,0,0.08,0.06,0.0
8480,Dungeon Siege: Throne of Agony,16,3,0.13,0.02,0.0
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,16,8,0.12,0.02,0.0
8482,F1 2011,9,2,0.07,0.08,0.0
8483,Rio,3,5,0.12,0.03,0.0
8484,Gunslingers,0,6,0.08,0.06,0.0
8485,Create,5,8,0.11,0.03,0.0
8486,Lufia: Curse of the Sinistrals,3,3,0.12,0.0,0.03
8487,El Shaddai: Ascension of the Metatron,4,8,0.07,0.05,0.03
8488,ESPN College Hoops,6,0,0.08,0.06,0.0
8489,Thor: God of Thunder,0,8,0.11,0.04,0.0
8490,F1 Championship Season 2000,6,2,0.06,0.05,0.03
8491,Guilty Gear Judgment,16,9,0.13,0.0,0.02
8492,Pen 1 Grand Prix: Penguin no Mondai Special,3,9,0.0,0.0,0.16
8493,Clash of the Titans,4,8,0.08,0.06,0.0
8494,Around the World in 80 Days,3,8,0.0,0.14,0.0
8495,Robotech: Battlecry,18,6,0.13,0.03,0.0
8496,True Swing Golf,3,0,0.11,0.0,0.04
8497,Zapper: One Wicked Cricket!,6,1,0.08,0.06,0.0
8498,Bomberman Land,12,5,0.0,0.0,0.15
8499,Paws & Claws: Pet Resort,8,7,0.12,0.04,0.0
8500,Kya: Dark Lineage,6,10,0.08,0.06,0.0
8501,Dynasty Warriors 8: Xtreme Legends,5,8,0.02,0.03,0.11
8502,Curious George,8,8,0.12,0.04,0.0
8503,Monster Jam,0,2,0.15,0.0,0.0
8504,Medieval Games,0,8,0.14,0.01,0.0
8505,Stronghold 3,14,11,0.06,0.1,0.0
8506,The Amazing Spider-Man (Console Version),0,8,0.11,0.04,0.0
8507,Kid Adventures: Sky Captain,0,8,0.11,0.04,0.0
8508,Lethal Skies II,6,7,0.08,0.06,0.0
8509,Doctor Lautrec and the Forgotten Knights,9,10,0.07,0.05,0.03
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,3,8,0.15,0.0,0.0
8511,Godzilla Unleashed,0,9,0.15,0.0,0.0
8512,Kamaitachi no Yoru × 3,6,10,0.0,0.0,0.16
8513,Tom and Jerry: Infurnal Escape,8,8,0.12,0.04,0.0
8514,The Legend of Heroes VII: The Trail of Zero,16,3,0.0,0.0,0.16
8515,Warriors Orochi 3,4,8,0.09,0.03,0.03
8516,King's Field,12,3,0.09,0.06,0.0
8517,Hannah Montana: Rock Out the Show,16,5,0.13,0.01,0.0
8518,Let's Ride: Sunshine Stables,8,0,0.12,0.04,0.0
8519,World Stadium 4,12,0,0.0,0.0,0.15
8520,Midway Arcade Treasures 2,18,5,0.13,0.03,0.0
8521,Hot Wheels World Race,18,2,0.13,0.03,0.0
8522,San Goku Shi Taisen DS,3,11,0.0,0.0,0.16
8523,Kawa no Nushi Tsuri,12,0,0.0,0.0,0.15
8524,N2O: Nitrous Oxide,12,2,0.09,0.06,0.0
8525,Magic: The Gathering - Battlegrounds,13,11,0.12,0.03,0.0
8526,Heroes over Europe,5,7,0.12,0.02,0.0
8527,Dancing With The Stars,6,5,0.08,0.06,0.0
8528,Major League Baseball 2K12,0,0,0.15,0.0,0.0
8529,Pro Evolution Soccer 2015,4,0,0.05,0.1,0.0
8530,Bladestorm: Nightmare,10,8,0.07,0.04,0.03
8531,Otogirisou,7,10,0.0,0.0,0.16
8532,SD Gundam G Generation 3D,9,3,0.0,0.0,0.16
8533,Crash Tag Team Racing,18,2,0.12,0.03,0.0
8534,Grease Dance,4,5,0.11,0.03,0.0
8535,Ready 2 Rumble Revolution,0,0,0.15,0.0,0.0
8536,My Baby 3 & Friends,3,7,0.13,0.02,0.0
8537,NASCAR '14,4,2,0.15,0.0,0.0
8538,TimeSplitters: Future Perfect,13,6,0.12,0.03,0.0
8539,Midway Arcade Treasures 3,6,5,0.08,0.06,0.0
8540,Dr. Muto,6,1,0.08,0.06,0.0
8541,Beowulf: The Game,5,8,0.14,0.01,0.0
8542,Puzzle Quest: Galactrix,3,4,0.15,0.0,0.0
8543,DS Rakubiki Jiten,3,5,0.0,0.0,0.16
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,6,10,0.08,0.06,0.0
8545,Fatal Frame II: Crimson Butterfly,6,8,0.08,0.06,0.0
8546,Angry Birds Trilogy,5,8,0.12,0.02,0.0
8547,Dewy's Adventure,0,1,0.14,0.0,0.01
8548,Shadow Man: 2econd Coming,6,10,0.08,0.06,0.0
8549,Yu-Gi-Oh! 5D's Tag Force 6,16,11,0.0,0.0,0.16
8550,NPPL: Championship Paintball 2009,5,6,0.15,0.0,0.0
8551,Dynasty Warriors 4,13,8,0.12,0.03,0.0
8552,Wakeboarding Unleashed Featuring Shaun Murray,6,0,0.08,0.06,0.0
8553,The Incredibles: Rise of the Underminer,18,8,0.12,0.03,0.0
8554,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,7,0,0.0,0.0,0.16
8555,Alone in the Dark: The New Nightmare,12,10,0.09,0.06,0.0
8556,The BIGS,5,0,0.15,0.0,0.0
8557,Flushed Away,18,1,0.12,0.03,0.0
8558,Eragon,3,8,0.13,0.02,0.0
8559,Scarface: Money. Power. Respect.,16,11,0.15,0.0,0.0
8560,Summon Night EX-Thesis: Yoake no Tsubasa,6,3,0.0,0.0,0.16
8561,Pro Yaky? Spirits 3,6,0,0.0,0.0,0.16
8562,Silent Scope 3,6,6,0.08,0.06,0.0
8563,World Series of Poker: Tournament of Champions 2007 Edition,4,5,0.15,0.0,0.0
8564,NASCAR Heat 2002,8,2,0.12,0.04,0.0
8565,Namco Classic Fighter Collection,6,9,0.08,0.06,0.0
8566,International Superstar Soccer Deluxe,7,0,0.0,0.0,0.16
8567,TNA iMPACT!,0,9,0.14,0.01,0.0
8568,Intellivision Lives!,6,5,0.08,0.06,0.0
8569,Field Commander,16,11,0.14,0.0,0.0
8570,Robots,18,8,0.12,0.03,0.0
8571,Little League World Series Baseball 2009,0,0,0.15,0.0,0.0
8572,The King of Fighters XII,5,9,0.11,0.01,0.03
8573,Doctor Who: Evacuation Earth,3,10,0.0,0.14,0.0
8574,Murdered: Soul Suspect,17,8,0.08,0.07,0.0
8575,Ener-G: Dance Squad,3,0,0.15,0.0,0.0
8576,Our House,3,11,0.15,0.0,0.0
8577,SimEarth: The Living Planet,7,7,0.0,0.0,0.16
8578,Major League Baseball 2K11,0,0,0.15,0.0,0.0
8579,Sengoku Basara: Chronicle Heroes,16,8,0.0,0.0,0.16
8580,NBA 2K12,14,0,0.09,0.05,0.0
8581,The Wild Thornberrys: Chimp Chase,8,8,0.11,0.04,0.0
8582,Power Stakes,12,0,0.0,0.0,0.15
8583,Fighters Destiny,11,9,0.13,0.03,0.0
8584,Asteroids Hyper 64,11,6,0.13,0.03,0.0
8585,The Powerpuff Girls: Chemical X-Traction,11,8,0.13,0.03,0.0
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,11,0,0.0,0.0,0.12
8587,Tom and Jerry in Fists of Furry,11,9,0.13,0.03,0.0
8588,Hydro Thunder,11,2,0.13,0.03,0.0
8589,Space Invaders,11,6,0.13,0.03,0.0
8590,Starcraft 64,11,11,0.13,0.03,0.0
8591,Destruction Derby 64,11,2,0.13,0.03,0.0
8592,Buck Bumble,11,8,0.13,0.03,0.0
